,TypeofTravel,Class,Seatcomfort,DepartureArrivaltimeconvenient,Foodanddrink,Gatelocation,Baggagehandling,satisfaction Loyal Customer,satisfaction disloyal Customer
7284,Personal Travel,Eco Plus,1,0,1,3,2,dissatisfied,
7285,Personal Travel,Eco Plus,1,0,1,3,3,dissatisfied,
7286,Personal Travel,Eco Plus,1,0,1,3,4,dissatisfied,
7287,Personal Travel,Eco Plus,1,0,1,3,5,dissatisfied,
7288,Personal Travel,Eco Plus,1,0,1,4,4,dissatisfied,
7289,Personal Travel,Eco Plus,1,0,4,5,5,dissatisfied,
7290,Personal Travel,Eco Plus,1,1,0,3,2,dissatisfied,
7291,Personal Travel,Eco Plus,1,1,0,3,4,dissatisfied,
7292,Personal Travel,Eco Plus,1,1,1,1,1,satisfied,
7293,Personal Travel,Eco Plus,1,1,1,1,2,satisfied,
7294,Personal Travel,Eco Plus,1,1,1,1,3,satisfied,
7295,Personal Travel,Eco Plus,1,1,1,1,4,satisfied,
7296,Personal Travel,Eco Plus,1,1,1,1,5,satisfied,
7297,Personal Travel,Eco Plus,1,1,1,2,1,dissatisfied,
7298,Personal Travel,Eco Plus,1,1,1,2,2,dissatisfied,
7299,Personal Travel,Eco Plus,1,1,1,2,3,dissatisfied,
7300,Personal Travel,Eco Plus,1,1,1,3,2,dissatisfied,
7301,Personal Travel,Eco Plus,1,1,1,3,3,dissatisfied,
7302,Personal Travel,Eco Plus,1,1,1,3,4,dissatisfied,
7303,Personal Travel,Eco Plus,1,1,1,4,3,dissatisfied,
7304,Personal Travel,Eco Plus,1,1,1,4,4,dissatisfied,
7305,Personal Travel,Eco Plus,1,1,1,5,4,dissatisfied,
7306,Personal Travel,Eco Plus,1,1,2,1,4,satisfied,
7307,Personal Travel,Eco Plus,1,1,2,1,5,satisfied,
7308,Personal Travel,Eco Plus,1,1,3,1,2,satisfied,
7309,Personal Travel,Eco Plus,1,1,3,1,4,satisfied,
7310,Personal Travel,Eco Plus,1,1,3,1,5,satisfied,
7311,Personal Travel,Eco Plus,1,1,3,3,2,dissatisfied,
7312,Personal Travel,Eco Plus,1,1,4,1,2,satisfied,
7313,Personal Travel,Eco Plus,1,1,4,1,4,satisfied,
7314,Personal Travel,Eco Plus,1,1,4,1,5,satisfied,
7315,Personal Travel,Eco Plus,1,1,4,3,3,dissatisfied,
7316,Personal Travel,Eco Plus,1,1,4,4,3,dissatisfied,
7317,Personal Travel,Eco Plus,1,1,4,4,4,dissatisfied,
7318,Personal Travel,Eco Plus,1,1,5,1,4,satisfied,
7319,Personal Travel,Eco Plus,1,1,5,1,5,satisfied,
7320,Personal Travel,Eco Plus,1,2,0,3,4,dissatisfied,
7321,Personal Travel,Eco Plus,1,2,1,1,4,satisfied,
7322,Personal Travel,Eco Plus,1,2,1,1,5,satisfied,
7323,Personal Travel,Eco Plus,1,2,1,2,2,dissatisfied,
7324,Personal Travel,Eco Plus,1,2,1,2,3,dissatisfied,
7325,Personal Travel,Eco Plus,1,2,1,3,2,dissatisfied,
7326,Personal Travel,Eco Plus,1,2,1,3,3,dissatisfied,
7327,Personal Travel,Eco Plus,1,2,1,3,4,dissatisfied,
7328,Personal Travel,Eco Plus,1,2,1,4,3,dissatisfied,
7329,Personal Travel,Eco Plus,1,2,1,4,4,dissatisfied,
7330,Personal Travel,Eco Plus,1,2,2,3,3,dissatisfied,
7331,Personal Travel,Eco Plus,1,2,2,4,3,dissatisfied,
7332,Personal Travel,Eco Plus,1,2,4,3,3,dissatisfied,
7333,Personal Travel,Eco Plus,1,2,4,3,4,dissatisfied,
7334,Personal Travel,Eco Plus,1,3,0,2,2,dissatisfied,
7335,Personal Travel,Eco Plus,1,3,0,3,2,dissatisfied,
7336,Personal Travel,Eco Plus,1,3,0,3,3,dissatisfied,
7337,Personal Travel,Eco Plus,1,3,0,4,5,dissatisfied,
7338,Personal Travel,Eco Plus,1,3,1,1,1,dissatisfied,
7339,Personal Travel,Eco Plus,1,3,1,1,2,dissatisfied,
7340,Personal Travel,Eco Plus,1,3,1,1,3,satisfied,
7341,Personal Travel,Eco Plus,1,3,1,1,4,satisfied,
7342,Personal Travel,Eco Plus,1,3,1,2,1,dissatisfied,
7343,Personal Travel,Eco Plus,1,3,1,2,2,dissatisfied,
7344,Personal Travel,Eco Plus,1,3,1,2,3,dissatisfied,
7345,Personal Travel,Eco Plus,1,3,1,2,4,dissatisfied,
7346,Personal Travel,Eco Plus,1,3,1,2,5,dissatisfied,
7347,Personal Travel,Eco Plus,1,3,1,3,2,dissatisfied,
7348,Personal Travel,Eco Plus,1,3,1,3,3,dissatisfied,
7349,Personal Travel,Eco Plus,1,3,1,3,4,dissatisfied,
7350,Personal Travel,Eco Plus,1,3,1,3,5,dissatisfied,
7351,Personal Travel,Eco Plus,1,3,1,4,1,dissatisfied,
7352,Personal Travel,Eco Plus,1,3,1,4,2,dissatisfied,
7353,Personal Travel,Eco Plus,1,3,1,4,3,dissatisfied,
7354,Personal Travel,Eco Plus,1,3,1,4,4,dissatisfied,
7355,Personal Travel,Eco Plus,1,3,1,4,5,dissatisfied,
7356,Personal Travel,Eco Plus,1,3,1,5,1,dissatisfied,
7357,Personal Travel,Eco Plus,1,3,1,5,2,dissatisfied,
7358,Personal Travel,Eco Plus,1,3,1,5,5,dissatisfied,
7359,Personal Travel,Eco Plus,1,3,2,2,2,dissatisfied,
7360,Personal Travel,Eco Plus,1,3,2,3,3,dissatisfied,
7361,Personal Travel,Eco Plus,1,3,2,4,4,dissatisfied,
7362,Personal Travel,Eco Plus,1,4,0,1,3,dissatisfied,
7363,Personal Travel,Eco Plus,1,4,0,2,4,dissatisfied,
7364,Personal Travel,Eco Plus,1,4,0,2,5,dissatisfied,
7365,Personal Travel,Eco Plus,1,4,0,3,3,dissatisfied,
7366,Personal Travel,Eco Plus,1,4,0,3,5,dissatisfied,
7367,Personal Travel,Eco Plus,1,4,0,4,5,dissatisfied,
7368,Personal Travel,Eco Plus,1,4,1,1,1,dissatisfied,
7369,Personal Travel,Eco Plus,1,4,1,1,3,dissatisfied,
7370,Personal Travel,Eco Plus,1,4,1,1,4,dissatisfied,
7371,Personal Travel,Eco Plus,1,4,1,1,5,dissatisfied,
7372,Personal Travel,Eco Plus,1,4,1,2,1,dissatisfied,
7373,Personal Travel,Eco Plus,1,4,1,2,2,dissatisfied,
7374,Personal Travel,Eco Plus,1,4,1,2,3,dissatisfied,
7375,Personal Travel,Eco Plus,1,4,1,2,4,dissatisfied,dissatisfied
7376,Personal Travel,Eco Plus,1,4,1,2,5,dissatisfied,
7377,Personal Travel,Eco Plus,1,4,1,3,2,dissatisfied,
7378,Personal Travel,Eco Plus,1,4,1,3,3,dissatisfied,
7379,Personal Travel,Eco Plus,1,4,1,3,4,dissatisfied,
7380,Personal Travel,Eco Plus,1,4,1,3,5,dissatisfied,
7381,Personal Travel,Eco Plus,1,4,1,4,2,dissatisfied,
7382,Personal Travel,Eco Plus,1,4,1,4,3,dissatisfied,
7383,Personal Travel,Eco Plus,1,4,1,4,4,dissatisfied,
7384,Personal Travel,Eco Plus,1,4,1,4,5,dissatisfied,
7385,Personal Travel,Eco Plus,1,4,1,5,1,dissatisfied,
7386,Personal Travel,Eco Plus,1,4,1,5,4,dissatisfied,
7387,Personal Travel,Eco Plus,1,4,1,5,5,dissatisfied,
7388,Personal Travel,Eco Plus,1,4,2,1,3,dissatisfied,
7389,Personal Travel,Eco Plus,1,4,2,1,5,dissatisfied,
7390,Personal Travel,Eco Plus,1,4,2,3,4,dissatisfied,
7391,Personal Travel,Eco Plus,1,4,2,3,5,dissatisfied,
7392,Personal Travel,Eco Plus,1,4,2,4,4,dissatisfied,
7393,Personal Travel,Eco Plus,1,4,2,4,5,dissatisfied,
7394,Personal Travel,Eco Plus,1,4,2,5,4,dissatisfied,
7395,Personal Travel,Eco Plus,1,4,3,1,4,dissatisfied,
7396,Personal Travel,Eco Plus,1,4,3,3,4,dissatisfied,
7397,Personal Travel,Eco Plus,1,4,3,5,5,dissatisfied,
7398,Personal Travel,Eco Plus,1,4,4,3,4,dissatisfied,
7399,Personal Travel,Eco Plus,1,4,4,5,5,dissatisfied,
7400,Personal Travel,Eco Plus,1,5,0,1,2,dissatisfied,
7401,Personal Travel,Eco Plus,1,5,0,1,4,dissatisfied,
7402,Personal Travel,Eco Plus,1,5,0,3,1,dissatisfied,
7403,Personal Travel,Eco Plus,1,5,0,3,2,dissatisfied,
7404,Personal Travel,Eco Plus,1,5,0,3,4,dissatisfied,
7405,Personal Travel,Eco Plus,1,5,0,3,5,dissatisfied,
7406,Personal Travel,Eco Plus,1,5,0,4,3,dissatisfied,
7407,Personal Travel,Eco Plus,1,5,0,4,5,dissatisfied,
7408,Personal Travel,Eco Plus,1,5,0,5,5,dissatisfied,
7409,Personal Travel,Eco Plus,1,5,1,1,3,dissatisfied,
7410,Personal Travel,Eco Plus,1,5,1,1,4,dissatisfied,
7411,Personal Travel,Eco Plus,1,5,1,1,5,dissatisfied,
7412,Personal Travel,Eco Plus,1,5,1,2,1,dissatisfied,
7413,Personal Travel,Eco Plus,1,5,1,2,3,dissatisfied,
7414,Personal Travel,Eco Plus,1,5,1,2,4,dissatisfied,
7415,Personal Travel,Eco Plus,1,5,1,2,5,dissatisfied,
7416,Personal Travel,Eco Plus,1,5,1,3,1,dissatisfied,
7417,Personal Travel,Eco Plus,1,5,1,3,2,dissatisfied,
7418,Personal Travel,Eco Plus,1,5,1,3,3,dissatisfied,
7419,Personal Travel,Eco Plus,1,5,1,3,4,dissatisfied,
7420,Personal Travel,Eco Plus,1,5,1,3,5,dissatisfied,
7421,Personal Travel,Eco Plus,1,5,1,4,1,dissatisfied,
7422,Personal Travel,Eco Plus,1,5,1,4,2,dissatisfied,
7423,Personal Travel,Eco Plus,1,5,1,4,3,dissatisfied,
7424,Personal Travel,Eco Plus,1,5,1,4,4,dissatisfied,
7425,Personal Travel,Eco Plus,1,5,1,4,5,dissatisfied,
7426,Personal Travel,Eco Plus,1,5,1,5,2,dissatisfied,
7427,Personal Travel,Eco Plus,1,5,1,5,3,dissatisfied,
7428,Personal Travel,Eco Plus,1,5,1,5,4,dissatisfied,
7429,Personal Travel,Eco Plus,1,5,1,5,5,dissatisfied,
7430,Personal Travel,Eco Plus,1,5,2,1,5,dissatisfied,
7431,Personal Travel,Eco Plus,1,5,2,2,4,dissatisfied,
7432,Personal Travel,Eco Plus,1,5,2,2,5,dissatisfied,
7433,Personal Travel,Eco Plus,1,5,2,3,4,dissatisfied,
7434,Personal Travel,Eco Plus,1,5,2,4,4,dissatisfied,
7435,Personal Travel,Eco Plus,1,5,2,4,5,dissatisfied,
7436,Personal Travel,Eco Plus,1,5,3,1,4,dissatisfied,
7437,Personal Travel,Eco Plus,1,5,5,5,4,dissatisfied,
7438,Personal Travel,Eco Plus,2,0,0,1,5,dissatisfied,
7439,Personal Travel,Eco Plus,2,0,0,2,4,dissatisfied,
7440,Personal Travel,Eco Plus,2,0,0,3,4,dissatisfied,
7441,Personal Travel,Eco Plus,2,0,0,4,2,dissatisfied,
7442,Personal Travel,Eco Plus,2,0,2,1,2,dissatisfied,
7443,Personal Travel,Eco Plus,2,0,2,1,4,dissatisfied,
7444,Personal Travel,Eco Plus,2,0,2,2,3,dissatisfied,
7445,Personal Travel,Eco Plus,2,0,2,2,5,dissatisfied,
7446,Personal Travel,Eco Plus,2,0,2,3,2,dissatisfied,
7447,Personal Travel,Eco Plus,2,0,2,3,3,dissatisfied,
7448,Personal Travel,Eco Plus,2,0,2,3,4,dissatisfied,
7449,Personal Travel,Eco Plus,2,0,2,3,5,dissatisfied,
7450,Personal Travel,Eco Plus,2,0,2,4,1,dissatisfied,
7451,Personal Travel,Eco Plus,2,0,2,4,3,dissatisfied,
7452,Personal Travel,Eco Plus,2,0,2,4,5,dissatisfied,
7453,Personal Travel,Eco Plus,2,0,2,5,5,dissatisfied,
7454,Personal Travel,Eco Plus,2,0,3,3,5,dissatisfied,
7455,Personal Travel,Eco Plus,2,1,0,2,2,dissatisfied,
7456,Personal Travel,Eco Plus,2,1,0,3,3,dissatisfied,
7457,Personal Travel,Eco Plus,2,1,0,4,3,dissatisfied,
7458,Personal Travel,Eco Plus,2,1,1,1,3,satisfied,
7459,Personal Travel,Eco Plus,2,1,1,1,4,satisfied,
7460,Personal Travel,Eco Plus,2,1,2,1,1,dissatisfied,
7461,Personal Travel,Eco Plus,2,1,2,1,2,dissatisfied,
7462,Personal Travel,Eco Plus,2,1,2,2,1,dissatisfied,
7463,Personal Travel,Eco Plus,2,1,2,2,2,dissatisfied,
7464,Personal Travel,Eco Plus,2,1,2,2,3,dissatisfied,
7465,Personal Travel,Eco Plus,2,1,2,2,5,satisfied,
7466,Personal Travel,Eco Plus,2,1,2,3,2,dissatisfied,
7467,Personal Travel,Eco Plus,2,1,2,3,3,dissatisfied,
7468,Personal Travel,Eco Plus,2,1,2,3,4,dissatisfied,
7469,Personal Travel,Eco Plus,2,1,2,4,2,dissatisfied,
7470,Personal Travel,Eco Plus,2,1,2,4,3,dissatisfied,
7471,Personal Travel,Eco Plus,2,1,2,4,4,dissatisfied,
7472,Personal Travel,Eco Plus,2,1,3,3,3,dissatisfied,
7473,Personal Travel,Eco Plus,2,1,3,3,4,dissatisfied,
7474,Personal Travel,Eco Plus,2,1,3,4,3,dissatisfied,
7475,Personal Travel,Eco Plus,2,2,0,3,4,dissatisfied,
7476,Personal Travel,Eco Plus,2,2,0,4,3,dissatisfied,
7477,Personal Travel,Eco Plus,2,2,1,2,3,satisfied,
7478,Personal Travel,Eco Plus,2,2,1,2,4,satisfied,
7479,Personal Travel,Eco Plus,2,2,2,1,1,dissatisfied,
7480,Personal Travel,Eco Plus,2,2,2,2,1,satisfied,
7481,Personal Travel,Eco Plus,2,2,2,2,2,satisfied,
7482,Personal Travel,Eco Plus,2,2,2,2,3,satisfied,
7483,Personal Travel,Eco Plus,2,2,2,2,4,satisfied,
7484,Personal Travel,Eco Plus,2,2,2,2,5,satisfied,
7485,Personal Travel,Eco Plus,2,2,2,3,2,dissatisfied,
7486,Personal Travel,Eco Plus,2,2,2,3,3,dissatisfied,
7487,Personal Travel,Eco Plus,2,2,2,3,4,dissatisfied,
7488,Personal Travel,Eco Plus,2,2,2,4,3,dissatisfied,
7489,Personal Travel,Eco Plus,2,2,2,4,4,dissatisfied,
7490,Personal Travel,Eco Plus,2,2,3,1,1,dissatisfied,
7491,Personal Travel,Eco Plus,2,2,3,2,1,dissatisfied,
7492,Personal Travel,Eco Plus,2,2,3,2,3,satisfied,
7493,Personal Travel,Eco Plus,2,2,3,2,4,satisfied,
7494,Personal Travel,Eco Plus,2,2,3,2,5,satisfied,
7495,Personal Travel,Eco Plus,2,2,3,3,2,dissatisfied,
7496,Personal Travel,Eco Plus,2,2,3,3,4,dissatisfied,
7497,Personal Travel,Eco Plus,2,2,3,4,4,dissatisfied,
7498,Personal Travel,Eco Plus,2,2,4,2,1,satisfied,
7499,Personal Travel,Eco Plus,2,2,4,2,4,satisfied,
7500,Personal Travel,Eco Plus,2,2,4,2,5,satisfied,
7501,Personal Travel,Eco Plus,2,2,4,4,4,dissatisfied,
7502,Personal Travel,Eco Plus,2,2,5,2,3,satisfied,
7503,Personal Travel,Eco Plus,2,2,5,2,4,satisfied,
7504,Personal Travel,Eco Plus,2,2,5,2,5,satisfied,
7505,Personal Travel,Eco Plus,2,3,0,2,2,dissatisfied,
7506,Personal Travel,Eco Plus,2,3,0,3,3,dissatisfied,
7507,Personal Travel,Eco Plus,2,3,0,3,5,dissatisfied,
7508,Personal Travel,Eco Plus,2,3,0,4,4,dissatisfied,
7509,Personal Travel,Eco Plus,2,3,0,5,2,dissatisfied,
7510,Personal Travel,Eco Plus,2,3,1,1,2,satisfied,
7511,Personal Travel,Eco Plus,2,3,1,1,3,dissatisfied,
7512,Personal Travel,Eco Plus,2,3,1,2,1,dissatisfied,
7513,Personal Travel,Eco Plus,2,3,1,2,2,dissatisfied,
7514,Personal Travel,Eco Plus,2,3,1,4,4,dissatisfied,
7515,Personal Travel,Eco Plus,2,3,2,1,1,dissatisfied,
7516,Personal Travel,Eco Plus,2,3,2,1,3,dissatisfied,
7517,Personal Travel,Eco Plus,2,3,2,1,4,dissatisfied,
7518,Personal Travel,Eco Plus,2,3,2,1,5,dissatisfied,
7519,Personal Travel,Eco Plus,2,3,2,2,1,dissatisfied,
7520,Personal Travel,Eco Plus,2,3,2,2,2,dissatisfied,
7521,Personal Travel,Eco Plus,2,3,2,2,3,dissatisfied,
7522,Personal Travel,Eco Plus,2,3,2,2,4,dissatisfied,
7523,Personal Travel,Eco Plus,2,3,2,2,5,dissatisfied,
7524,Personal Travel,Eco Plus,2,3,2,3,1,dissatisfied,
7525,Personal Travel,Eco Plus,2,3,2,3,2,dissatisfied,
7526,Personal Travel,Eco Plus,2,3,2,3,3,dissatisfied,
7527,Personal Travel,Eco Plus,2,3,2,3,4,dissatisfied,
7528,Personal Travel,Eco Plus,2,3,2,4,1,,dissatisfied
7529,Personal Travel,Eco Plus,2,3,2,4,2,dissatisfied,
7530,Personal Travel,Eco Plus,2,3,2,4,3,dissatisfied,
7531,Personal Travel,Eco Plus,2,3,2,4,4,dissatisfied,
7532,Personal Travel,Eco Plus,2,3,2,5,1,dissatisfied,
7533,Personal Travel,Eco Plus,2,3,2,5,4,dissatisfied,
7534,Personal Travel,Eco Plus,2,3,2,5,5,dissatisfied,
7535,Personal Travel,Eco Plus,2,3,3,3,1,dissatisfied,
7536,Personal Travel,Eco Plus,2,3,3,3,4,dissatisfied,
7537,Personal Travel,Eco Plus,2,3,3,3,5,satisfied,
7538,Personal Travel,Eco Plus,2,3,3,4,4,dissatisfied,
7539,Personal Travel,Eco Plus,2,4,0,1,5,dissatisfied,
7540,Personal Travel,Eco Plus,2,4,0,2,4,dissatisfied,
7541,Personal Travel,Eco Plus,2,4,0,3,4,dissatisfied,
7542,Personal Travel,Eco Plus,2,4,0,4,3,dissatisfied,
7543,Personal Travel,Eco Plus,2,4,0,4,4,dissatisfied,
7544,Personal Travel,Eco Plus,2,4,0,4,5,dissatisfied,
7545,Personal Travel,Eco Plus,2,4,0,5,4,dissatisfied,
7546,Personal Travel,Eco Plus,2,4,1,2,5,dissatisfied,
7547,Personal Travel,Eco Plus,2,4,1,3,3,dissatisfied,
7548,Personal Travel,Eco Plus,2,4,1,3,4,dissatisfied,
7549,Personal Travel,Eco Plus,2,4,1,4,1,dissatisfied,
7550,Personal Travel,Eco Plus,2,4,1,4,5,dissatisfied,
7551,Personal Travel,Eco Plus,2,4,2,1,1,dissatisfied,
7552,Personal Travel,Eco Plus,2,4,2,1,2,dissatisfied,
7553,Personal Travel,Eco Plus,2,4,2,1,3,dissatisfied,
7554,Personal Travel,Eco Plus,2,4,2,1,4,dissatisfied,
7555,Personal Travel,Eco Plus,2,4,2,1,5,dissatisfied,
7556,Personal Travel,Eco Plus,2,4,2,2,1,dissatisfied,
7557,Personal Travel,Eco Plus,2,4,2,2,3,dissatisfied,
7558,Personal Travel,Eco Plus,2,4,2,2,4,dissatisfied,
7559,Personal Travel,Eco Plus,2,4,2,2,5,satisfied,
7560,Personal Travel,Eco Plus,2,4,2,3,1,dissatisfied,
7561,Personal Travel,Eco Plus,2,4,2,3,2,dissatisfied,
7562,Personal Travel,Eco Plus,2,4,2,3,3,dissatisfied,
7563,Personal Travel,Eco Plus,2,4,2,3,4,dissatisfied,
7564,Personal Travel,Eco Plus,2,4,2,3,5,dissatisfied,
7565,Personal Travel,Eco Plus,2,4,2,4,1,dissatisfied,
7566,Personal Travel,Eco Plus,2,4,2,4,3,dissatisfied,
7567,Personal Travel,Eco Plus,2,4,2,4,4,dissatisfied,
7568,Personal Travel,Eco Plus,2,4,2,4,5,dissatisfied,
7569,Personal Travel,Eco Plus,2,4,2,5,1,dissatisfied,
7570,Personal Travel,Eco Plus,2,4,2,5,4,dissatisfied,
7571,Personal Travel,Eco Plus,2,4,2,5,5,dissatisfied,
7572,Personal Travel,Eco Plus,2,4,3,1,5,dissatisfied,
7573,Personal Travel,Eco Plus,2,4,3,2,4,dissatisfied,
7574,Personal Travel,Eco Plus,2,4,3,2,5,dissatisfied,
7575,Personal Travel,Eco Plus,2,4,3,3,1,dissatisfied,
7576,Personal Travel,Eco Plus,2,4,3,3,5,dissatisfied,
7577,Personal Travel,Eco Plus,2,4,3,4,3,dissatisfied,
7578,Personal Travel,Eco Plus,2,4,3,4,5,dissatisfied,
7579,Personal Travel,Eco Plus,2,4,4,3,2,dissatisfied,
7580,Personal Travel,Eco Plus,2,4,4,4,2,satisfied,
7581,Personal Travel,Eco Plus,2,4,5,3,5,dissatisfied,
7582,Personal Travel,Eco Plus,2,5,0,1,4,dissatisfied,
7583,Personal Travel,Eco Plus,2,5,0,2,4,dissatisfied,
7584,Personal Travel,Eco Plus,2,5,0,3,1,dissatisfied,
7585,Personal Travel,Eco Plus,2,5,0,4,1,dissatisfied,
7586,Personal Travel,Eco Plus,2,5,0,4,4,dissatisfied,
7587,Personal Travel,Eco Plus,2,5,0,4,5,dissatisfied,
7588,Personal Travel,Eco Plus,2,5,0,5,2,dissatisfied,
7589,Personal Travel,Eco Plus,2,5,1,2,1,dissatisfied,
7590,Personal Travel,Eco Plus,2,5,1,2,4,dissatisfied,
7591,Personal Travel,Eco Plus,2,5,1,3,4,dissatisfied,
7592,Personal Travel,Eco Plus,2,5,1,5,4,dissatisfied,
7593,Personal Travel,Eco Plus,2,5,2,1,1,dissatisfied,
7594,Personal Travel,Eco Plus,2,5,2,1,2,dissatisfied,
7595,Personal Travel,Eco Plus,2,5,2,1,3,dissatisfied,
7596,Personal Travel,Eco Plus,2,5,2,1,4,dissatisfied,
7597,Personal Travel,Eco Plus,2,5,2,1,5,dissatisfied,
7598,Personal Travel,Eco Plus,2,5,2,2,1,dissatisfied,
7599,Personal Travel,Eco Plus,2,5,2,2,2,dissatisfied,
7600,Personal Travel,Eco Plus,2,5,2,2,3,dissatisfied,
7601,Personal Travel,Eco Plus,2,5,2,2,4,dissatisfied,
7602,Personal Travel,Eco Plus,2,5,2,2,5,dissatisfied,
7603,Personal Travel,Eco Plus,2,5,2,3,1,dissatisfied,
7604,Personal Travel,Eco Plus,2,5,2,3,2,dissatisfied,
7605,Personal Travel,Eco Plus,2,5,2,3,3,dissatisfied,
7606,Personal Travel,Eco Plus,2,5,2,3,4,dissatisfied,
7607,Personal Travel,Eco Plus,2,5,2,3,5,dissatisfied,
7608,Personal Travel,Eco Plus,2,5,2,4,1,dissatisfied,
7609,Personal Travel,Eco Plus,2,5,2,4,3,dissatisfied,
7610,Personal Travel,Eco Plus,2,5,2,4,4,dissatisfied,
7611,Personal Travel,Eco Plus,2,5,2,4,5,dissatisfied,
7612,Personal Travel,Eco Plus,2,5,2,5,1,dissatisfied,
7613,Personal Travel,Eco Plus,2,5,2,5,3,dissatisfied,
7614,Personal Travel,Eco Plus,2,5,2,5,4,dissatisfied,
7615,Personal Travel,Eco Plus,2,5,2,5,5,dissatisfied,
7616,Personal Travel,Eco Plus,2,5,3,2,2,dissatisfied,
7617,Personal Travel,Eco Plus,2,5,3,2,4,dissatisfied,
7618,Personal Travel,Eco Plus,2,5,3,2,5,dissatisfied,
7619,Personal Travel,Eco Plus,2,5,3,3,4,dissatisfied,
7620,Personal Travel,Eco Plus,2,5,3,4,3,dissatisfied,
7621,Personal Travel,Eco Plus,2,5,3,4,5,dissatisfied,
7622,Personal Travel,Eco Plus,2,5,3,5,4,dissatisfied,
7623,Personal Travel,Eco Plus,2,5,3,5,5,dissatisfied,
7624,Personal Travel,Eco Plus,2,5,4,3,4,dissatisfied,
7625,Personal Travel,Eco Plus,2,5,4,5,4,dissatisfied,
7626,Personal Travel,Eco Plus,2,5,5,1,5,dissatisfied,
7627,Personal Travel,Eco Plus,2,5,5,5,1,satisfied,
7628,Personal Travel,Eco Plus,2,5,5,5,2,satisfied,
7629,Personal Travel,Eco Plus,3,0,3,1,4,dissatisfied,
7630,Personal Travel,Eco Plus,3,0,3,1,5,dissatisfied,
7631,Personal Travel,Eco Plus,3,0,3,2,3,dissatisfied,
7632,Personal Travel,Eco Plus,3,0,3,2,5,dissatisfied,
7633,Personal Travel,Eco Plus,3,0,3,3,3,dissatisfied,
7634,Personal Travel,Eco Plus,3,0,3,3,4,dissatisfied,
7635,Personal Travel,Eco Plus,3,0,3,3,5,dissatisfied,
7636,Personal Travel,Eco Plus,3,0,3,4,3,dissatisfied,
7637,Personal Travel,Eco Plus,3,0,3,4,5,dissatisfied,
7638,Personal Travel,Eco Plus,3,0,3,5,3,dissatisfied,
7639,Personal Travel,Eco Plus,3,0,3,5,4,dissatisfied,
7640,Personal Travel,Eco Plus,3,0,3,5,5,dissatisfied,
7641,Personal Travel,Eco Plus,3,1,0,4,3,dissatisfied,
7642,Personal Travel,Eco Plus,3,1,0,4,4,dissatisfied,
7643,Personal Travel,Eco Plus,3,1,1,1,2,satisfied,
7644,Personal Travel,Eco Plus,3,1,1,1,3,satisfied,
7645,Personal Travel,Eco Plus,3,1,1,1,4,satisfied,
7646,Personal Travel,Eco Plus,3,1,1,3,2,dissatisfied,
7647,Personal Travel,Eco Plus,3,1,2,3,3,dissatisfied,
7648,Personal Travel,Eco Plus,3,1,2,3,4,dissatisfied,
7649,Personal Travel,Eco Plus,3,1,2,4,3,dissatisfied,
7650,Personal Travel,Eco Plus,3,1,3,1,1,dissatisfied,
7651,Personal Travel,Eco Plus,3,1,3,1,2,dissatisfied,
7652,Personal Travel,Eco Plus,3,1,3,2,1,dissatisfied,
7653,Personal Travel,Eco Plus,3,1,3,2,2,dissatisfied,
7654,Personal Travel,Eco Plus,3,1,3,2,3,dissatisfied,
7655,Personal Travel,Eco Plus,3,1,3,3,1,satisfied,
7656,Personal Travel,Eco Plus,3,1,3,3,2,dissatisfied,
7657,Personal Travel,Eco Plus,3,1,3,3,3,dissatisfied,
7658,Personal Travel,Eco Plus,3,1,3,3,4,dissatisfied,
7659,Personal Travel,Eco Plus,3,1,3,3,5,satisfied,
7660,Personal Travel,Eco Plus,3,1,3,4,3,dissatisfied,
7661,Personal Travel,Eco Plus,3,1,3,4,4,dissatisfied,
7662,Personal Travel,Eco Plus,3,1,4,3,1,dissatisfied,
7663,Personal Travel,Eco Plus,3,1,4,3,2,dissatisfied,
7664,Personal Travel,Eco Plus,3,1,4,3,3,dissatisfied,
7665,Personal Travel,Eco Plus,3,1,4,3,4,dissatisfied,
7666,Personal Travel,Eco Plus,3,1,4,4,3,dissatisfied,
7667,Personal Travel,Eco Plus,3,1,4,4,4,dissatisfied,
7668,Personal Travel,Eco Plus,3,1,5,1,1,dissatisfied,
7669,Personal Travel,Eco Plus,3,2,0,3,2,dissatisfied,
7670,Personal Travel,Eco Plus,3,2,0,3,4,dissatisfied,
7671,Personal Travel,Eco Plus,3,2,2,2,3,satisfied,
7672,Personal Travel,Eco Plus,3,2,2,3,3,dissatisfied,
7673,Personal Travel,Eco Plus,3,2,2,4,3,dissatisfied,
7674,Personal Travel,Eco Plus,3,2,3,1,1,dissatisfied,
7675,Personal Travel,Eco Plus,3,2,3,1,2,dissatisfied,
7676,Personal Travel,Eco Plus,3,2,3,2,1,dissatisfied,
7677,Personal Travel,Eco Plus,3,2,3,2,2,dissatisfied,
7678,Personal Travel,Eco Plus,3,2,3,2,3,dissatisfied,
7679,Personal Travel,Eco Plus,3,2,3,3,2,dissatisfied,
7680,Personal Travel,Eco Plus,3,2,3,3,3,dissatisfied,
7681,Personal Travel,Eco Plus,3,2,3,3,4,dissatisfied,
7682,Personal Travel,Eco Plus,3,2,3,4,2,dissatisfied,
7683,Personal Travel,Eco Plus,3,2,3,4,3,dissatisfied,
