ResourceApproved,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
Yes,78591,36010,117893,117894,117895,117879,117897,19721,117880
Yes,77996,50952,117961,118327,118929,118321,117906,290919,118322
Yes,75303,19987,117961,118225,118403,119962,168365,118205,119964
Yes,80554,2930,117961,118343,118700,118321,118448,290919,118322
Yes,4675,5636,117961,118413,122007,118321,117906,290919,118322
Yes,80158,25558,118990,118991,118992,307024,311622,118331,118332
Yes,919,743,117961,118300,119181,118784,117906,290919,118786
Yes,1020,92825,127044,127045,118821,133646,133652,123689,133648
Yes,16639,3116,117961,118300,147589,118912,309291,118424,118914
Yes,37651,30799,118219,118220,118221,117899,117897,19721,117900
Yes,6921,25630,117961,118343,120291,120497,234773,118424,120499
Yes,18278,4468,117961,118413,119968,118321,117906,290919,118322
Yes,23921,4004,117961,118343,118856,118321,117906,290919,118322
Yes,41569,20394,117961,118052,118706,123045,123637,120518,123047
Yes,35973,1840,117961,118343,118514,117905,117906,290919,117908
Yes,73090,21837,117961,118327,118507,118890,138290,118398,118892
Yes,28370,47,119062,119063,176153,117905,117906,290919,117908
No,40061,7524,117961,118300,118437,118777,279443,308574,118779
Yes,110326,4341,117961,118300,118957,118784,240983,290919,118786
Yes,25989,4918,117961,118300,123055,120344,310997,118424,120346
No,75216,38902,118256,118257,117945,118995,118806,292795,118997
Yes,28867,6225,117961,118343,118437,118784,117906,290919,118786
Yes,15020,53190,117961,118300,19772,307024,200314,118331,118332
Yes,25407,17528,117876,117877,117878,117879,117879,19721,117880
Yes,20292,79911,117922,117923,117941,117879,117886,19721,117880
Yes,5173,60097,118212,118213,121014,122645,208559,119221,122647
Yes,3853,4950,117961,118343,119598,120344,311360,118424,120346
Yes,100475,11830,117975,117976,118246,179731,118247,117887,117973
Yes,44910,15967,117961,118300,124942,117905,117906,290919,117908
Yes,75901,5177,117961,118386,125016,118685,132054,308574,118687
Yes,40197,7520,117961,118343,124725,118321,117906,290919,118322
Yes,34817,7610,117961,118327,120383,117905,117906,290919,117908
Yes,39331,8520,117961,118386,119954,118318,168365,118205,118319
Yes,38268,54419,117926,118266,117884,117879,117886,19721,117880
Yes,75078,56254,118315,118316,123656,118318,120689,118205,118319
No,23465,4219,117961,118300,120312,120313,157234,118424,120315
Yes,917,771,117961,118300,120722,118321,117906,290919,118322
Yes,15716,7685,118573,118574,117945,280788,280788,292795,119082
Yes,996,3005,117961,118413,118481,120690,136365,290919,120692
Yes,4675,22431,117961,118413,126229,118777,279443,308574,118779
Yes,3853,17550,117961,118446,118684,118321,117906,290919,118322
Yes,74478,7553,117961,118225,118403,118784,118785,290919,118786
Yes,78972,24973,91261,118026,118229,273308,118029,249618,118232
Yes,32270,16046,117961,117962,120677,126078,126079,118424,126080
Yes,25695,7020,122880,122974,121716,120611,136293,249618,120613
Yes,32642,15616,119280,119281,118623,117946,119359,292795,117948
No,43770,19832,117961,118327,123901,118321,117906,290919,118322
Yes,38751,5432,117961,118327,118391,118321,117906,290919,118322
Yes,100497,4341,117961,118300,118957,118784,213944,290919,118786
Yes,38704,77372,117916,118150,117912,117885,117913,117887,117888
No,42208,25558,117961,118052,118992,118685,120316,308574,118687
Yes,34958,34122,118555,118178,118320,118321,117906,290919,118322
Yes,106563,4378,117961,118327,118507,118863,122008,118398,118865
Yes,23096,1806,117961,118413,122007,117905,117906,290919,117908
Yes,6977,2541,117961,118343,118856,118321,117906,290919,118322
Yes,42439,4478,117961,118386,118692,117905,240983,290919,117908
Yes,14570,3654,117961,118300,118631,118826,168415,118424,118828
Yes,84784,4659,117961,118225,120663,117905,240983,290919,117908
Yes,40060,1437,118212,118213,118437,118636,192211,118638,118639
Yes,79121,5252,119134,119135,118979,120006,310608,118424,120008
Yes,78591,31067,117893,117894,117895,117879,117897,19721,117880
Yes,15022,49772,91261,118026,118746,118451,126309,118453,118454
Yes,75327,53010,118752,119070,118042,118043,129174,270488,118046
Yes,35043,4698,117961,117962,118352,117905,117906,290919,117908
Yes,22329,15395,118256,118257,119796,123670,212510,121916,123672
No,40125,19832,117961,118327,123757,118321,117906,290919,118322
Yes,27306,1755,117961,117962,119223,125793,305057,118643,125795
Yes,1937,4004,117961,118343,118856,118321,117906,290919,118322
Yes,28626,8121,91261,118026,118746,117905,117906,290919,117908
Yes,36337,4638,117961,118343,119987,117905,117906,290919,117908
Yes,84812,1334,117961,117962,118910,118451,130134,118453,118454
No,972,15412,117961,118343,127705,119849,170027,118638,119851
Yes,45610,50511,118006,118007,117884,117899,117897,19721,117900
Yes,80848,7506,117961,118446,120317,118777,279443,308574,118779
Yes,41418,61016,119596,119597,118597,120789,194103,118424,120791
Yes,37456,6217,117961,118327,118328,118465,121927,118467,118468
Yes,81266,1605,117961,118327,128935,118396,235280,118398,118399
Yes,3853,1840,117961,118343,118514,117905,117906,290919,117908
Yes,4675,4478,117961,118386,118746,117905,240983,290919,117908
Yes,14570,13743,118106,118107,117884,117879,121445,19721,117880
Yes,19980,5649,117961,118446,118684,118760,118761,118762,118763
Yes,45349,7424,5110,117954,122672,118777,306530,308574,118779
Yes,17849,58454,117978,117979,118810,120033,275613,19793,120035
Yes,41314,15581,118256,118257,117945,126684,118806,292795,126685
Yes,6977,2991,117961,118343,118700,117905,117906,290919,117908
Yes,19945,6201,117961,118225,120663,118321,117906,290919,118322
Yes,15714,15503,118573,118574,118623,126684,127423,292795,126685
No,14570,23269,117961,118300,119019,120812,311057,118638,120814
Yes,44797,4110,119596,119597,118292,138137,177534,118424,138139
Yes,34780,85475,117961,118300,120410,118321,117906,290919,118322
Yes,35044,1140,117961,117962,118352,118321,240983,290919,118322
Yes,971,6278,117961,118343,120722,118321,117906,290919,118322
Yes,706,44038,117902,117903,118910,128230,302830,4673,128231
Yes,1732,1334,117961,117962,118910,119949,230830,290919,119951
Yes,75179,17451,117961,118052,126137,126138,148208,124136,126140
Yes,40331,7807,117961,118327,118518,118207,190710,270488,118209
Yes,20364,15887,117961,118052,120356,126516,300136,118612,126518
Yes,3853,4571,117961,118225,119924,118685,279443,308574,118687
Yes,20364,5043,117961,118300,118458,120344,310997,118424,120346
Yes,42332,221,117961,118413,120370,118321,117906,290919,118322
Yes,42085,7084,117961,118386,121961,118318,168365,118205,118319
Yes,7678,124033,124034,124035,117945,280788,126042,292795,119082
Yes,79092,4945,117961,118300,118360,119849,148676,118638,119851
Yes,19747,2594,117961,118300,120410,128230,302830,4673,128231
Yes,77258,25618,117961,118327,118320,118321,117906,290919,118322
Yes,35332,820,117961,118300,123719,118321,118406,290919,118322
Yes,31299,4950,117961,118343,118911,118826,236735,118424,118828
Yes,20733,54723,118006,118007,117878,133111,141959,118870,133113
Yes,78972,116406,117961,117962,120677,120357,236375,118424,120359
Yes,31825,46526,117961,118300,119984,118396,269406,118398,118399
Yes,38124,12264,117929,117940,117941,117879,117886,19721,117880
Yes,41378,4864,117961,118300,123055,120344,310997,118424,120346
Yes,20279,50625,117916,118150,117884,117885,117913,117887,117888
Yes,80501,89738,117961,117962,118409,119928,310608,118331,119929
Yes,78176,1140,117961,117962,118352,118321,240983,290919,118322
Yes,75901,5030,117961,118343,120126,120497,309858,118424,120499
Yes,0,4417,117961,118413,119968,118841,118842,118643,118843
Yes,42093,4155,117961,118300,118301,120006,259215,118424,120008
No,33166,25329,118212,118213,124449,119849,164945,118638,119851
No,80877,51761,117961,118413,120370,118321,117906,290919,118322
Yes,79131,7520,117961,118343,124725,117905,240983,290919,117908
Yes,23885,53369,119920,119921,123766,124886,148437,118643,124888
Yes,42085,52194,117961,118052,126137,133718,121386,124136,133719
No,80193,15682,117961,118300,118957,118321,117906,290919,118322
Yes,18231,2781,117961,118300,118783,128230,302830,4673,128231
Yes,77491,21698,118192,118193,117895,118194,118195,117887,118196
Yes,42093,36144,117961,118300,124816,118685,126297,308574,118687
Yes,34628,6217,117961,118327,118328,118465,121927,118467,118468
Yes,43898,8020,126974,126975,123631,118321,117906,290919,118322
Yes,75834,51073,117961,118225,120050,122860,257510,3130,122862
Yes,15714,121004,121005,121006,117945,280788,155276,292795,119082
Yes,78721,1398,117961,118300,120722,118321,118448,290919,118322
No,40062,50952,117961,118327,118929,118321,117906,290919,118322
Yes,4675,3017,117902,117903,118783,117905,118036,290919,117908
Yes,80654,24973,91261,118026,118229,121143,180794,249618,121145
Yes,21710,6997,117961,118343,119945,118321,117906,290919,118322
Yes,153,168,117961,118413,121639,118451,130134,118453,118454
Yes,89148,20105,117961,117969,120823,123737,133415,118960,123738
Yes,44861,7737,117902,118041,118575,119778,174194,19721,119779
Yes,78327,53240,117876,117877,117878,117879,167135,19721,117880
Yes,14666,82284,118953,118954,117884,117885,117913,117887,117888
Yes,20279,24864,117916,118150,118599,179731,270096,117887,117973
Yes,75834,21135,117961,118343,123494,118321,117906,290919,118322
Yes,35376,71192,117961,118386,118522,118784,147114,290919,118786
Yes,75834,7790,118573,118574,117945,117946,120541,292795,117948
Yes,35199,7265,117961,118343,119598,120773,123107,118960,120774
Yes,5045,5079,117961,118300,127284,120789,284092,118424,120791
Yes,34861,3195,117961,118052,118706,118523,306404,118331,118525
Yes,33248,4950,117961,118343,119598,120344,311360,118424,120346
No,77300,32795,118256,118257,118623,280788,193644,292795,119082
Yes,28149,5697,117961,118386,118692,118784,117906,290919,118786
Yes,17183,4341,117961,118300,118957,118784,240983,290919,118786
Yes,17183,2710,118290,118291,120823,118396,308262,118398,118399
Yes,43831,5899,117961,118327,120318,118321,117906,290919,118322
Yes,28322,16850,117961,118225,119092,119093,131097,119095,119096
Yes,17308,5244,117961,118343,119598,119928,310608,118331,119929
Yes,43266,19839,117961,118300,123201,118321,118448,290919,118322
Yes,75834,51235,120864,121013,124133,120344,303717,118424,120346
Yes,29108,866,117961,118413,120526,118259,132668,290919,118261
Yes,18072,74943,118256,118257,117945,280788,125666,292795,119082
Yes,3130,46646,119280,119281,118623,126684,130913,292795,126685
Yes,23964,13864,117961,118446,123858,119849,244844,118638,119851
Yes,41594,3843,117961,118413,120370,118784,237727,290919,118786
Yes,23942,185,119134,119135,118575,118172,307446,249618,118175
Yes,17249,4026,117961,118300,118301,120497,149226,118424,120499
Yes,4675,7648,117961,118300,119195,117905,117906,290919,117908
No,80501,19717,117961,117962,118352,118321,117906,290919,118322
Yes,37639,56496,118126,118237,117895,117879,117897,19721,117880
Yes,13878,96751,117929,117930,117884,117879,117886,19721,117880
Yes,39262,7935,117961,118052,120539,118321,117906,290919,118322
Yes,79092,43994,117961,117962,118791,307024,306404,118331,118332
Yes,3264,53010,118752,119070,118042,118043,118043,270488,118046
Yes,79323,4219,117961,118300,120312,120313,144958,118424,120315
Yes,73590,14567,121518,121519,117895,117885,117913,117887,117888
Yes,35886,16907,117961,117962,122059,119997,278014,118131,119998
Yes,15818,59067,117961,118327,121645,118641,147144,118643,118644
Yes,15723,3526,117961,118225,120323,119093,121698,119095,119096
Yes,35791,1614,117961,118327,118507,129909,185973,118453,129911
Yes,75901,3654,117961,118300,118631,118826,168415,118424,118828
Yes,15884,25293,117961,118386,123072,121414,130802,118704,121416
Yes,22671,4928,117961,118343,123055,120006,128578,118424,120008
Yes,77098,46909,117989,117990,122587,179731,138273,117887,117973
Yes,36429,5028,117961,118386,118896,119849,244844,118638,119851
Yes,15064,5490,117961,117962,5488,118054,266850,117887,118055
Yes,43072,67326,117910,117911,117912,118568,198040,19721,118570
Yes,80177,4004,117961,118343,118856,117905,117906,290919,117908
Yes,4675,34611,117961,118327,118320,118784,147114,290919,118786
Yes,41470,3883,117961,118343,119987,118536,132799,308574,118539
Yes,25993,7915,117961,118300,118597,118834,127160,118424,118836
Yes,80772,70297,117961,118327,118744,118321,117906,290919,118322
Yes,20312,2109,118219,118220,120694,124886,215880,118643,124888
No,43324,70062,117961,118386,118746,117905,240983,290919,117908
Yes,23729,17091,117961,118225,118403,132671,132894,290919,132673
Yes,34581,770,117961,118300,120722,118451,142600,118453,118454
Yes,38725,25983,117916,117917,118599,179731,118247,117887,117973
Yes,75834,4953,117961,118343,120126,120497,223125,118424,120499
Yes,17249,5016,117961,118343,121710,120789,250337,118424,120791
Yes,44812,5916,117961,118446,16232,118321,117906,290919,118322
Yes,16064,820,117961,118300,123719,118784,117906,290919,118786
No,32642,18097,119280,119281,117945,117946,130662,292795,117948
Yes,40630,12733,118120,118121,117941,118568,156279,19721,118570
Yes,31960,6007,117961,118446,16232,120418,138419,249618,120419
Yes,391,17951,117926,117927,118810,119323,119456,19793,119325
Yes,77295,56137,117961,118327,118862,118396,269406,118398,118399
Yes,72143,5496,91261,118026,118202,118321,117906,290919,118322
Yes,153,190,117961,118413,121639,117905,117906,290919,117908
Yes,25734,3993,117961,118343,120126,119433,133686,118424,119435
Yes,4675,114489,117961,118413,119968,117905,117906,290919,117908
Yes,917,12543,117961,118300,119019,125751,177698,118870,125753
Yes,109084,1483,117961,117962,118840,124886,124887,118643,124888
Yes,15356,16830,117961,118327,119830,120773,118959,118960,120774
Yes,80947,4583,117961,118413,120370,118784,240983,290919,118786
Yes,74487,7539,117961,118343,119987,118321,117906,290919,118322
Yes,43025,50690,118269,118270,117878,118568,118568,19721,118570
No,43623,8059,117961,118386,118692,118318,120689,118205,118319
No,22313,22854,119062,119063,131461,119849,164919,118638,119851
Yes,4675,6222,117961,118052,122938,118784,121873,290919,118786
Yes,6723,2631,117961,118327,120624,118321,118448,290919,118322
Yes,25238,17261,117961,118343,118833,118054,120238,117887,118055
Yes,42508,49646,119691,119692,118635,187168,118406,119695,187169
Yes,23096,17420,118212,118213,119136,118043,118043,270488,118046
Yes,18058,15460,118256,118257,117945,280788,280788,292795,119082
Yes,35376,4478,117961,118386,118746,117905,240983,290919,117908
Yes,7543,25607,117961,118343,118856,118259,125889,290919,118261
Yes,79168,14695,118602,118603,117941,117885,119621,117887,117888
Yes,23921,15389,117961,118225,122870,119928,129017,118331,119929
Yes,97020,17514,117961,118343,121747,117905,240983,290919,117908
Yes,33249,59429,118595,118596,81476,120344,130834,118424,120346
Yes,100474,5244,117961,118343,119598,117905,117906,290919,117908
Yes,34646,14638,117961,118052,118992,118784,120474,290919,118786
Yes,78712,2299,117961,117962,119223,123045,123107,120518,123047
Yes,17226,52394,117961,118300,118458,119928,310608,118331,119929
No,45904,4403,118315,118316,129128,119849,126747,118638,119851
Yes,18418,5409,117961,118343,119993,118321,117906,290919,118322
Yes,15720,6199,117961,118225,120663,117905,240983,290919,117908
Yes,45143,5313,117961,118052,120356,122067,141493,118424,122069
No,6977,71387,117961,118386,118522,118784,118785,290919,118786
Yes,36505,4588,117961,118225,118403,117905,117906,290919,117908
Yes,45790,25254,117961,118327,120299,121122,121788,118612,121124
Yes,41569,17561,91261,118026,118202,118278,118260,290919,118279
Yes,14929,44917,117902,117903,118450,120952,126309,118453,120954
Yes,79092,50976,117961,118413,119968,118784,117906,290919,118786
Yes,74142,1117,117961,117962,118352,117905,240983,290919,117908
Yes,16358,17225,117961,118300,19772,138019,187788,120518,138021
Yes,80215,217,117961,118413,120370,118321,240983,290919,118322
Yes,75078,22952,117961,118386,119214,117905,123513,290919,117908
No,35376,28152,118315,118463,120361,118784,121926,290919,118786
Yes,23096,51058,117902,117903,134257,119962,168365,118205,119964
Yes,16333,23200,117961,118343,123125,118784,117906,290919,118786
Yes,20292,58457,117926,118266,117941,118568,167402,19721,118570
No,6497,46,119920,119921,185576,118321,117906,290919,118322
No,43826,71215,117961,118386,118404,118784,118785,290919,118786
Yes,15714,70598,118582,118583,117945,118274,189759,292795,118276
Yes,79228,4212,117983,117984,117878,117879,117879,19721,117880
Yes,32642,46663,118256,118257,118623,118995,286106,292795,118997
Yes,18072,58881,118256,118257,117945,280788,280788,292795,119082
Yes,74310,49454,117961,118300,147589,118054,118054,117887,118055
Yes,72126,2014,117961,117962,117904,127782,160080,290919,127783
Yes,79814,7553,117961,118225,118403,118321,117906,290919,118322
Yes,79092,8686,117961,118327,119830,117905,117906,290919,117908
Yes,37439,4669,117961,118327,118391,118321,117906,290919,118322
Yes,74001,146286,118090,118091,119424,179731,146287,117887,117973
Yes,38943,7553,117961,118225,118403,118784,118785,290919,118786
Yes,117594,197,117961,118413,118414,118784,240983,290919,118786
Yes,19722,4511,117961,118300,119181,118321,117906,290919,118322
Yes,27348,4072,118887,118888,120026,118834,252363,118424,118836
No,80157,49574,117961,118052,118391,120773,118959,118960,120774
Yes,20289,29279,118120,118121,117884,117885,117913,117887,117888
Yes,75078,24974,91261,118026,118027,119409,122603,119006,119411
Yes,32642,15484,118256,118257,118623,117946,119359,292795,117948
Yes,5900,46832,117989,117990,118810,118811,119759,19793,118813
Yes,91110,117445,119062,119091,118535,117905,117906,290919,117908
Yes,32270,16573,117961,118225,125919,130362,130363,130364,130365
Yes,75834,7338,117961,118225,119924,118321,117906,290919,118322
Yes,42770,4620,117961,118300,119181,118784,121873,290919,118786
Yes,20349,61247,117910,118855,131868,119192,139264,119184,119194
Yes,80174,154585,118212,118213,120551,118321,240983,290919,118322
Yes,38972,15484,118256,118257,118623,117946,119359,292795,117948
Yes,39514,7314,117961,118300,121951,117905,117906,290919,117908
Yes,52717,4576,117961,118327,118391,117905,117906,290919,117908
Yes,112856,2113,117951,117952,117920,118568,124610,19721,118570
No,26948,52687,117961,117962,118910,119346,4673,4673,119348
Yes,82308,1614,117961,118327,118507,129909,185973,118453,129911
Yes,73249,52434,118212,118213,123472,117905,134159,290919,117908
Yes,28315,72287,126918,126919,118042,118043,118043,270488,118046
Yes,79850,4004,117961,118343,118856,117905,117906,290919,117908
Yes,42942,78408,117961,118386,125884,307024,255097,118331,118332
Yes,26431,3745,117961,118300,118360,118361,118362,118363,118364
Yes,26391,6007,117961,118446,16232,120418,249618,249618,120419
Yes,28817,718,117961,118300,119181,118641,153273,118643,118644
Yes,42093,15764,91261,118026,119362,119065,158390,118667,119067
Yes,79363,3654,117961,118300,118631,118826,168415,118424,118828
Yes,17308,36144,117961,118300,124816,118685,126297,308574,118687
Yes,74189,13844,117961,118327,119995,118523,310608,118331,118525
Yes,82329,55268,91261,118026,119507,117905,117906,290919,117908
Yes,6977,2296,117961,118413,127522,118451,256937,118453,118454
Yes,80766,7525,117961,118225,120551,118321,117906,290919,118322
Yes,20296,17873,118742,118743,117941,117885,117886,117887,117888
Yes,16512,51086,117961,118343,118856,117905,240983,290919,117908
Yes,18256,7504,117961,118300,118783,117905,117906,290919,117908
Yes,14354,27898,118106,118107,117941,117879,117886,19721,117880
Yes,37951,20439,117890,118102,117878,117879,117879,19721,117880
Yes,15915,16566,117961,118327,120559,118054,124424,117887,118055
Yes,4675,36,117961,118413,119968,117905,117906,290919,117908
Yes,82383,4743,119062,130600,120663,117905,117906,290919,117908
Yes,15365,50997,117961,118052,120539,117905,117906,290919,117908
Yes,73057,50690,118269,118270,117878,117899,117899,19721,117900
Yes,40223,1903,117961,118343,118514,118321,117906,290919,118322
Yes,43416,85343,117961,118327,118933,118784,117906,290919,118786
Yes,25266,23136,117961,118052,119742,118321,117906,290919,118322
Yes,13878,54294,118219,118220,117941,117899,260699,19721,117900
Yes,741,743,117961,118343,120722,118784,117906,290919,118786
Yes,31671,18046,117961,118300,118783,117905,240983,290919,117908
Yes,79299,2452,118752,118753,117945,118274,128130,292795,118276
Yes,4675,23347,117961,118386,120671,118777,279443,308574,118779
Yes,21710,79111,117961,118343,149210,119928,231633,118331,119929
Yes,80177,2541,117961,118343,118856,117905,240983,290919,117908
Yes,25744,1030,117961,118343,120722,124435,118362,118363,124436
Yes,31615,6047,117961,118413,120370,118777,279443,308574,118779
Yes,6449,129913,118658,118659,123606,117905,128757,290919,117908
Yes,45904,73407,117902,118041,118556,280788,280788,292795,119082
Yes,25862,1080,117961,118327,118378,118451,123137,118453,118454
Yes,79627,7022,119062,119091,118535,118321,117906,290919,118322
Yes,34924,7547,117961,118327,118933,117905,117906,290919,117908
Yes,30999,17852,117961,118446,119969,123082,239633,19793,123084
Yes,109182,20361,117961,117962,118352,118321,117906,290919,118322
Yes,35376,8068,117961,118386,121668,117905,117906,290919,117908
Yes,5342,5163,118290,118291,118597,118293,118294,118295,118296
Yes,14354,27890,118084,118085,117884,117879,117886,19721,117880
Yes,79121,120114,118725,118726,119076,118422,159053,118424,118425
Yes,20292,50448,117926,118124,117884,118568,281735,19721,118570
Yes,77993,7935,117961,118052,120539,118321,117906,290919,118322
Yes,17836,32,117961,118343,118514,117905,117906,290919,117908
Yes,34220,7539,117961,118343,119987,117905,117906,290919,117908
Yes,1008,2610,117961,118327,121979,118321,117906,290919,118322
Yes,77203,51757,117961,119256,119257,280788,121024,292795,119082
Yes,43427,15729,120864,120865,124449,120647,310327,118398,120649
Yes,1003,3224,117961,118225,120551,126184,147097,118762,126186
Yes,34924,25262,117961,118327,118320,122297,301475,118331,118899
Yes,27728,6986,119062,119091,120323,119093,119094,119095,119096
Yes,73561,4362,117961,118343,126955,118777,279443,308574,118779
Yes,81355,8150,117961,118386,119954,119962,168365,118205,119964
Yes,111578,1447,117961,118343,120722,120690,120690,290919,120692
Yes,25569,2818,119062,119091,6104,117905,117906,290919,117908
Yes,34483,7023,117961,117962,119223,119962,168365,118205,119964
Yes,37785,7020,119062,119091,121716,120611,125083,249618,120613
Yes,25192,23262,118595,118596,81476,118054,118443,117887,118055
Yes,20349,46104,117961,118327,120559,120560,304465,118643,120562
Yes,5906,5909,117961,118446,16232,118321,117906,290919,118322
Yes,39264,15459,118169,118170,118179,117946,194400,292795,117948
Yes,75078,17618,117961,118052,126137,133718,121386,124136,133719
No,27416,17144,117980,117981,117884,117879,117886,19721,117880
Yes,20293,48656,117926,117927,117884,117879,117886,19721,117880
Yes,42093,2765,118290,118291,118301,120344,267006,118424,120346
Yes,32986,6751,117961,117969,6725,118777,241030,308574,118779
Yes,14845,23347,117961,118052,120671,118777,279443,308574,118779
Yes,70504,7370,117961,118413,118481,117905,128528,290919,117908
Yes,73876,58849,117961,118327,118492,118747,125738,118453,118749
Yes,80172,54290,119301,119302,119303,117905,117906,290919,117908
Yes,42093,5022,118887,118888,118631,118912,309291,118424,118914
No,78919,71892,91261,118026,121533,118028,121534,117887,118030
Yes,19310,15386,5110,117954,117895,117879,118250,19721,117880
Yes,104668,7504,117961,118300,118783,118321,117906,290919,118322
Yes,44987,16569,117961,118327,120559,122269,141096,118643,122271
Yes,14570,12261,118106,118107,117920,117879,117886,19721,117880
Yes,23921,3270,117961,118225,122870,118563,123784,270488,118565
Yes,6914,7434,117961,118300,118514,118259,287351,290919,118261
Yes,26953,2938,117961,118413,122007,117905,117906,290919,117908
Yes,4675,17728,117961,118446,119986,118318,168365,118205,118319
Yes,36887,17610,118006,118007,117884,117899,117897,19721,117900
Yes,973,19706,117935,117936,117878,117899,117899,19721,117900
Yes,6977,1903,117961,118343,118514,118321,117906,290919,118322
Yes,105057,20382,117961,118300,124942,123737,123107,118960,123738
Yes,25985,6979,117961,117962,119223,127723,305057,118643,127725
Yes,79092,13851,117961,118386,118522,307024,306404,118331,118332
Yes,74686,858,117961,118327,118529,122129,126383,121916,122131
Yes,74132,2014,117961,117962,117904,120773,236750,118960,120774
Yes,37260,54687,117932,117933,117878,120647,305057,118398,120649
Yes,78271,25475,118717,118718,117895,118568,157237,19721,118570
Yes,34950,17790,117961,118225,119924,117905,240983,290919,117908
Yes,72201,95479,126974,126975,118492,132692,226262,270488,132694
Yes,46033,50806,117961,118446,119961,119962,168365,118205,119964
Yes,42085,52194,117961,118052,126137,126138,126139,124136,126140
Yes,31662,3526,117961,118225,120323,119093,120324,119095,119096
No,27323,16850,117961,118225,119092,119093,132519,119095,119096
Yes,80181,17669,117961,118446,118514,118321,290919,290919,118322
Yes,80737,53190,117961,118300,19772,118321,117906,290919,118322
Yes,15064,34935,117887,120846,121694,122022,298203,119221,122024
Yes,7543,6454,117961,118343,118856,118321,117906,290919,118322
Yes,4675,8088,131853,131854,118481,117905,117906,290919,117908
Yes,22402,866,117961,118413,120526,118321,117906,290919,118322
Yes,104699,52314,117961,118300,118301,119928,219829,118331,119929
Yes,23990,46118,117961,118327,120171,118054,118054,117887,118055
Yes,38391,4922,118212,118580,117895,117885,117913,117887,117888
Yes,79961,8074,117961,118300,119195,117905,117906,290919,117908
Yes,27714,46254,117961,118327,126310,124886,306399,118643,124888
Yes,15714,46658,117961,119256,119257,117946,118806,292795,117948
Yes,35068,58296,117890,118102,117878,117879,117879,19721,117880
Yes,23978,13798,117961,118446,123858,122645,234301,119221,122647
Yes,34924,59353,117961,118327,120299,121122,236244,118612,121124
Yes,74610,18310,118200,118201,121220,179731,129089,117887,117973
Yes,972,5262,119596,119597,124133,120344,282594,118424,120346
Yes,15714,18080,117961,119256,120943,118995,118806,292795,118997
Yes,19751,8563,117961,118300,118783,118321,117906,290919,118322
Yes,28124,1584,117961,118327,128935,118396,299403,118398,118399
Yes,80570,19986,117961,118225,118403,118958,136187,118960,118961
Yes,73144,45963,117961,118386,118896,122645,309858,119221,122647
Yes,27840,25475,118717,118718,117895,118568,281735,19721,118570
Yes,5112,59429,118595,118596,81476,120344,182985,118424,120346
Yes,75901,20412,117890,117891,117878,117879,117879,19721,117880
Yes,25744,3077,117961,118300,120312,140847,140848,118363,140849
Yes,15716,264766,118752,118753,119121,118274,118806,292795,118276
Yes,45904,7020,118169,118170,121716,147122,135019,249618,147124
Yes,5410,7001,117961,118327,118933,121594,127596,4673,121596
Yes,32270,49388,118887,118888,118631,118728,301534,118295,118730
Yes,6977,111936,117961,118300,118783,117905,117906,290919,117908
Yes,32270,4322,117961,118343,118833,118834,309123,118424,118836
Yes,80746,2062,117961,118327,119830,120773,118959,118960,120774
Yes,34958,51226,117961,118327,118320,118641,164752,118643,118644
Yes,16191,34611,117961,118327,118320,118784,147114,290919,118786
Yes,15805,49772,91261,118026,118746,118451,126309,118453,118454
No,33411,3225,117961,118327,118929,118321,117906,290919,118322
No,1022,6108,117961,118386,118404,118784,121556,290919,118786
Yes,38852,5192,119596,119597,118825,118293,118294,118295,118296
Yes,17249,4098,117961,118343,119598,118834,133686,118424,118836
Yes,1250,1728,117961,118327,118507,118890,124964,118398,118892
Yes,16265,1483,117961,117962,118840,124886,124887,118643,124888
Yes,34924,49574,117961,118327,118391,117905,117906,290919,117908
Yes,86303,55556,127044,127045,118821,307024,306404,118331,118332
Yes,6921,5742,117961,118327,120559,118685,279443,308574,118687
Yes,80531,4950,117961,118343,119598,120344,311360,118424,120346
Yes,39628,3654,117961,118300,118631,118826,168415,118424,118828
Yes,75216,15631,118256,119428,118623,126684,193644,292795,126685
Yes,153,154,117961,118413,121639,118784,118785,290919,118786
Yes,43911,205,117961,118386,118746,118784,147114,290919,118786
Yes,33241,21009,117961,118343,149210,120097,174445,270488,120099
Yes,28149,17290,91261,118026,118317,117905,117906,290919,117908
Yes,15007,17614,117902,118041,118042,118043,118044,270488,118046
Yes,79328,13782,117961,118343,118395,118396,300044,118398,118399
No,18072,18096,118256,118257,118623,280788,193644,292795,119082
Yes,17308,5730,117961,118446,118684,124305,120579,118762,124307
Yes,26437,31072,118212,118580,117895,117885,117913,117887,117888
Yes,42808,9959,118742,118743,117920,117899,175972,19721,117900
Yes,77383,7491,117961,118300,119181,118321,117906,290919,118322
Yes,43450,8074,117961,118300,119181,117905,240983,290919,117908
Yes,20897,13849,117961,118386,118317,118530,129384,118131,118532
Yes,35498,6982,117961,118300,118783,117905,117906,290919,117908
Yes,26436,65175,117993,117994,117895,117885,117913,117887,117888
Yes,75639,70691,118315,118463,119214,118321,117906,290919,118322
Yes,40202,3023,117961,118343,122012,118321,240983,290919,118322
Yes,6977,122272,117961,118225,122273,120516,189220,120518,120519
