Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
28,4.0,Buffet ,motorcycle ,20
22,4.0,Buffet ,motorcycle ,24
35,4.0,Drinks ,scooter ,34
36,3.6,Buffet ,motorcycle ,43
28,4.1,Meal ,electric_scooter ,37
34,4.7,Drinks ,electric_scooter ,46
24,4.2,Buffet ,scooter ,39
22,3.1,Buffet ,scooter ,41
15,1.0,Drinks ,electric_scooter ,24
34,3.5,Buffet ,scooter ,31
35,4.4,Snack ,scooter ,33
37,4.4,Buffet ,electric_scooter ,37
23,4.3,Snack ,motorcycle ,34
36,3.6,Drinks ,motorcycle ,40
24,4.4,Buffet ,scooter ,31
21,3.6,Meal ,motorcycle ,46
32,3.9,Meal ,scooter ,39
26,3.9,Buffet ,motorcycle ,49
24,2.8,Buffet ,scooter ,42
21,3.5,Drinks ,motorcycle ,53
36,4.5,Snack ,electric_scooter ,25
21,4.2,Meal ,motorcycle ,34
32,3.8,Buffet ,scooter ,34
21,3.7,Meal ,motorcycle ,45
30,4.2,Drinks ,electric_scooter ,36
37,4.5,Buffet ,electric_scooter ,18
37,3.9,Meal ,scooter ,37
35,5.0,Drinks ,electric_scooter ,11
33,4.2,Buffet ,electric_scooter ,38
37,3.7,Buffet ,scooter ,33
36,4.7,Drinks ,electric_scooter ,30
38,4.2,Snack ,motorcycle ,43
35,3.7,Drinks ,scooter ,41
37,4.1,Drinks ,scooter ,39
23,4.4,Buffet ,scooter ,40
32,4.5,Drinks ,electric_scooter ,34
21,4.1,Snack ,scooter ,36
34,5.0,Snack ,electric_scooter ,17
37,3.7,Meal ,scooter ,32
31,3.2,Drinks ,motorcycle ,33
31,4.4,Meal ,motorcycle ,35
25,3.4,Buffet ,motorcycle ,34
39,4.0,Drinks ,electric_scooter ,41
27,4.2,Snack ,motorcycle ,42
33,4.0,Drinks ,scooter ,36
26,3.3,Snack ,scooter ,37
25,4.4,Meal ,motorcycle ,44
35,4.5,Meal ,scooter ,27
35,4.1,Meal ,scooter ,39
24,4.4,Drinks ,scooter ,32
36,3.5,Meal ,motorcycle ,40
38,3.6,Meal ,electric_scooter ,41
30,4.6,Meal ,electric_scooter ,32
39,4.0,Buffet ,motorcycle ,45
32,4.2,Snack ,scooter ,32
38,3.5,Meal ,electric_scooter ,32
21,4.5,Meal ,electric_scooter ,28
37,3.9,Snack ,motorcycle ,39
29,4.7,Snack ,electric_scooter ,25
36,4.5,Buffet ,electric_scooter ,28
32,4.4,Drinks ,scooter ,49
25,4.8,Snack ,electric_scooter ,16
28,5.0,Buffet ,electric_scooter ,26
25,2.8,Buffet ,electric_scooter ,34
37,4.4,Snack ,scooter ,35
36,3.5,Snack ,motorcycle ,34
39,3.8,Meal ,scooter ,37
26,2.8,Buffet ,motorcycle ,43
32,3.5,Snack ,scooter ,35
23,4.3,Meal ,motorcycle ,38
35,4.4,Drinks ,electric_scooter ,39
27,4.7,Buffet ,electric_scooter ,16
30,3.9,Meal ,motorcycle ,39
26,4.4,Snack ,scooter ,31
20,2.5,Snack ,scooter ,31
32,3.7,Meal ,motorcycle ,37
32,4.1,Buffet ,scooter ,33
22,4.4,Drinks ,scooter ,37
29,5.0,Snack ,electric_scooter ,26
33,3.8,Buffet ,motorcycle ,31
32,4.1,Snack ,scooter ,32
50,6.0,Snack ,electric_scooter ,14
24,4.4,Snack ,electric_scooter ,32
36,4.0,Drinks ,scooter ,44
33,4.4,Meal ,scooter ,44
33,4.4,Drinks ,electric_scooter ,43
30,3.8,Snack ,scooter ,33
29,4.3,Meal ,scooter ,32
26,3.4,Snack ,motorcycle ,41
24,5.0,Drinks ,electric_scooter ,34
27,4.9,Meal ,electric_scooter ,25
30,3.7,Meal ,scooter ,44
23,4.2,Meal ,electric_scooter ,33
25,4.9,Buffet ,electric_scooter ,20
32,4.1,Meal ,electric_scooter ,38
27,4.0,Snack ,scooter ,37
33,4.1,Snack ,scooter ,34
50,6.0,Drinks ,scooter ,17
24,4.3,Buffet ,scooter ,33
20,4.0,Meal ,scooter ,33
22,4.1,Buffet ,scooter ,33
26,4.3,Meal ,electric_scooter ,33
22,4.4,Buffet ,scooter ,31
27,2.7,Meal ,motorcycle ,38
28,4.0,Meal ,scooter ,40
24,2.7,Meal ,scooter ,31
30,4.2,Snack ,electric_scooter ,37
20,4.7,Snack ,electric_scooter ,17
23,4.3,Buffet ,scooter ,32
20,3.9,Drinks ,motorcycle ,53
33,4.2,Snack ,scooter ,35
28,4.4,Snack ,electric_scooter ,31
38,3.9,Snack ,motorcycle ,39
34,3.7,Drinks ,motorcycle ,38
26,4.9,Meal ,electric_scooter ,27
31,3.5,Buffet ,scooter ,40
31,4.6,Snack ,electric_scooter ,15
35,4.3,Buffet ,scooter ,37
27,4.7,Meal ,electric_scooter ,16
37,4.4,Meal ,electric_scooter ,37
33,4.2,Snack ,electric_scooter ,31
36,4.6,Drinks ,electric_scooter ,16
28,4.9,Buffet ,electric_scooter ,15
37,4.3,Meal ,motorcycle ,22
24,3.2,Drinks ,motorcycle ,40
29,3.8,Buffet ,motorcycle ,46
25,4.1,Buffet ,scooter ,38
39,4.1,Snack ,electric_scooter ,39
36,3.6,Snack ,motorcycle ,41
24,4.4,Buffet ,motorcycle ,32
30,4.0,Drinks ,motorcycle ,36
20,4.2,Buffet ,motorcycle ,38
23,4.0,Drinks ,motorcycle ,38
20,4.4,Drinks ,motorcycle ,26
26,4.1,Meal ,motorcycle ,31
37,4.4,Meal ,scooter ,36
33,4.3,Buffet ,electric_scooter ,41
31,3.7,Drinks ,motorcycle ,32
35,3.4,Meal ,motorcycle ,31
20,5.0,Drinks ,electric_scooter ,18
30,3.7,Meal ,motorcycle ,42
24,3.7,Drinks ,motorcycle ,45
36,4.3,Buffet ,scooter ,32
20,4.4,Meal ,motorcycle ,39
22,4.6,Buffet ,electric_scooter ,14
33,3.8,Buffet ,scooter ,36
25,5.0,Snack ,electric_scooter ,12
24,4.5,Drinks ,electric_scooter ,18
30,4.4,Buffet ,electric_scooter ,35
38,3.7,Snack ,scooter ,39
22,2.9,Drinks ,scooter ,33
21,2.6,Drinks ,motorcycle ,38
33,4.6,Drinks ,electric_scooter ,29
31,3.6,Drinks ,scooter ,37
31,3.5,Buffet ,motorcycle ,37
30,4.6,Drinks ,electric_scooter ,27
22,5.0,Drinks ,electric_scooter ,25
34,4.0,Buffet ,scooter ,31
36,4.0,Drinks ,motorcycle ,28
20,3.7,Buffet ,motorcycle ,46
39,4.7,Drinks ,electric_scooter ,39
28,4.2,Snack ,motorcycle ,41
38,4.4,Buffet ,scooter ,41
33,4.2,Meal ,scooter ,37
20,4.2,Buffet ,scooter ,31
28,5.0,Snack ,electric_scooter ,27
26,4.4,Meal ,scooter ,33
30,5.0,Meal ,electric_scooter ,24
34,3.9,Meal ,scooter ,31
22,4.9,Buffet ,electric_scooter ,12
38,4.4,Drinks ,electric_scooter ,41
30,3.5,Buffet ,scooter ,38
24,4.4,Meal ,scooter ,41
30,4.5,Drinks ,electric_scooter ,37
38,4.4,Buffet ,electric_scooter ,38
30,4.1,Meal ,scooter ,41
34,3.6,Drinks ,scooter ,31
20,3.6,Drinks ,motorcycle ,52
25,4.9,Snack ,electric_scooter ,14
28,3.5,Snack ,motorcycle ,35
26,4.1,Meal ,scooter ,36
38,3.6,Buffet ,motorcycle ,31
26,4.5,Snack ,electric_scooter ,26
50,6.0,Meal ,scooter ,30
29,4.0,Meal ,scooter ,32
34,4.6,Buffet ,electric_scooter ,33
22,4.6,Meal ,electric_scooter ,27
29,3.8,Snack ,motorcycle ,43
23,4.9,Snack ,electric_scooter ,20
23,4.0,Buffet ,motorcycle ,22
32,3.7,Meal ,scooter ,35
28,4.1,Meal ,scooter ,32
28,4.1,Drinks ,scooter ,39
33,4.5,Drinks ,electric_scooter ,21
34,3.7,Meal ,scooter ,34
21,4.9,Buffet ,electric_scooter ,15
27,4.1,Meal ,motorcycle ,54
32,4.3,Snack ,electric_scooter ,31
32,4.6,Drinks ,electric_scooter ,18
22,4.1,Buffet ,motorcycle ,54
27,4.3,Drinks ,motorcycle ,23
31,4.9,Buffet ,electric_scooter ,20
38,3.6,Meal ,scooter ,32
32,4.7,Drinks ,electric_scooter ,29
23,4.3,Snack ,scooter ,34
20,4.3,Meal ,motorcycle ,25
39,4.2,Buffet ,electric_scooter ,38
39,4.8,Buffet ,electric_scooter ,16
33,4.4,Buffet ,scooter ,35
30,4.5,Snack ,electric_scooter ,26
39,4.8,Snack ,electric_scooter ,15
22,2.6,Snack ,scooter ,44
24,4.0,Drinks ,motorcycle ,36
34,3.5,Snack ,motorcycle ,33
23,4.3,Drinks ,scooter ,44
36,3.8,Meal ,motorcycle ,33
31,4.3,Snack ,motorcycle ,20
32,4.0,Drinks ,scooter ,37
33,3.5,Buffet ,motorcycle ,31
37,3.8,Drinks ,scooter ,39
25,2.8,Buffet ,motorcycle ,41
31,3.8,Snack ,scooter ,42
21,4.0,Drinks ,motorcycle ,23
29,4.3,Drinks ,scooter ,42
31,3.5,Snack ,scooter ,31
30,3.6,Buffet ,motorcycle ,40
23,4.7,Meal ,electric_scooter ,12
30,4.2,Meal ,scooter ,35
37,3.9,Drinks ,electric_scooter ,32
39,3.8,Drinks ,scooter ,37
34,4.1,Buffet ,electric_scooter ,32
31,4.2,Buffet ,scooter ,47
28,4.7,Drinks ,electric_scooter ,26
31,3.6,Snack ,scooter ,33
34,3.7,Drinks ,scooter ,34
29,4.2,Buffet ,scooter ,42
20,4.3,Snack ,motorcycle ,21
21,4.2,Buffet ,scooter ,35
37,4.4,Drinks ,electric_scooter ,32
31,4.1,Buffet ,scooter ,38
38,3.5,Buffet ,scooter ,33
32,3.9,Snack ,electric_scooter ,32
33,4.5,Buffet ,motorcycle ,27
33,4.1,Drinks ,scooter ,32
28,3.3,Buffet ,motorcycle ,36
38,4.6,Meal ,electric_scooter ,32
26,4.2,Meal ,electric_scooter ,35
24,4.1,Buffet ,electric_scooter ,34
22,2.8,Snack ,electric_scooter ,37
35,4.5,Drinks ,electric_scooter ,16
32,4.5,Buffet ,electric_scooter ,25
34,3.4,Drinks ,motorcycle ,31
36,3.9,Meal ,motorcycle ,40
30,3.8,Snack ,motorcycle ,36
15,1.0,Meal ,motorcycle ,15
22,4.8,Drinks ,electric_scooter ,26
38,3.8,Drinks ,scooter ,37
39,3.5,Snack ,electric_scooter ,42
31,4.4,Snack ,electric_scooter ,34
26,2.8,Meal ,electric_scooter ,39
29,4.4,Drinks ,scooter ,38
26,4.2,Snack ,motorcycle ,31
23,4.5,Drinks ,electric_scooter ,25
36,3.0,Meal ,motorcycle ,33
36,4.1,Snack ,scooter ,37
20,4.1,Meal ,scooter ,31
36,4.1,Buffet ,scooter ,36
20,4.5,Meal ,electric_scooter ,17
28,4.9,Meal ,electric_scooter ,10
30,5.0,Drinks ,electric_scooter ,19
28,4.5,Buffet ,electric_scooter ,13
33,3.7,Snack ,motorcycle ,35
22,4.0,Meal ,electric_scooter ,32
27,5.0,Snack ,electric_scooter ,40
31,3.7,Meal ,motorcycle ,37
35,4.7,Meal ,electric_scooter ,27
39,4.1,Snack ,motorcycle ,26
26,4.3,Snack ,motorcycle ,32
34,4.8,Snack ,electric_scooter ,25
38,3.8,Drinks ,motorcycle ,33
22,4.0,Drinks ,motorcycle ,24
30,4.9,Drinks ,electric_scooter ,28
20,3.5,Buffet ,motorcycle ,50
20,4.3,Drinks ,motorcycle ,15
29,2.7,Meal ,scooter ,36
37,4.3,Buffet ,motorcycle ,40
32,5.0,Drinks ,electric_scooter ,10
20,4.9,Buffet ,electric_scooter ,20
34,3.8,Meal ,scooter ,44
31,3.8,Drinks ,scooter ,31
25,4.0,Buffet ,electric_scooter ,32
24,3.6,Buffet ,motorcycle ,44
37,3.5,Snack ,motorcycle ,39
34,4.9,Meal ,electric_scooter ,43
35,4.0,Snack ,scooter ,47
35,4.5,Meal ,electric_scooter ,30
27,4.4,Snack ,scooter ,32
28,4.0,Drinks ,electric_scooter ,37
21,4.0,Buffet ,electric_scooter ,35
26,4.9,Drinks ,electric_scooter ,16
37,4.4,Drinks ,scooter ,31
39,4.3,Meal ,scooter ,34
33,3.6,Buffet ,motorcycle ,34
34,3.9,Drinks ,electric_scooter ,33
22,4.3,Meal ,scooter ,42
32,4.3,Drinks ,scooter ,39
26,4.8,Meal ,electric_scooter ,12
24,4.8,Snack ,electric_scooter ,10
15,1.0,Buffet ,scooter ,38
36,4.0,Snack ,scooter ,32
24,3.9,Snack ,motorcycle ,40
33,4.2,Drinks ,scooter ,42
28,4.2,Meal ,electric_scooter ,37
27,3.1,Meal ,scooter ,33
22,4.4,Buffet ,motorcycle ,36
22,3.8,Snack ,motorcycle ,40
27,3.8,Buffet ,motorcycle ,43
36,3.7,Snack ,motorcycle ,36
30,5.0,Snack ,electric_scooter ,18
34,4.8,Meal ,electric_scooter ,18
24,4.6,Drinks ,electric_scooter ,35
32,4.3,Buffet ,scooter ,49
23,2.8,Snack ,motorcycle ,31
38,4.9,Drinks ,electric_scooter ,29
24,3.2,Drinks ,scooter ,38
36,4.2,Drinks ,electric_scooter ,31
20,3.1,Meal ,motorcycle ,35
32,4.2,Drinks ,scooter ,34
34,4.4,Meal ,motorcycle ,36
32,4.4,Snack ,electric_scooter ,43
33,4.3,Drinks ,electric_scooter ,36
20,4.2,Drinks ,motorcycle ,46
31,4.0,Snack ,scooter ,38
37,3.9,Meal ,motorcycle ,35
38,4.0,Drinks ,electric_scooter ,47
39,3.8,Buffet ,electric_scooter ,38
31,3.8,Buffet ,motorcycle ,41
36,4.0,Buffet ,scooter ,33
26,5.0,Drinks ,electric_scooter ,15
27,3.7,Meal ,motorcycle ,47
25,3.1,Drinks ,scooter ,36
26,4.4,Buffet ,scooter ,44
20,3.1,Drinks ,electric_scooter ,43
33,3.6,Buffet ,scooter ,31
39,4.2,Meal ,scooter ,35
28,4.3,Drinks ,scooter ,34
28,4.3,Meal ,electric_scooter ,36
32,3.9,Drinks ,motorcycle ,31
33,4.1,Buffet ,scooter ,44
25,4.3,Snack ,electric_scooter ,36
33,4.7,Snack ,electric_scooter ,29
34,3.8,Drinks ,scooter ,41
27,4.2,Meal ,scooter ,33
33,3.5,Buffet ,scooter ,33
27,4.6,Snack ,electric_scooter ,13
22,4.4,Snack ,motorcycle ,39
27,4.1,Snack ,scooter ,37
36,4.5,Drinks ,electric_scooter ,35
24,3.5,Snack ,motorcycle ,51
30,3.6,Meal ,scooter ,32
22,5.0,Meal ,electric_scooter ,10
22,4.5,Drinks ,electric_scooter ,28
31,3.8,Buffet ,scooter ,37
38,3.4,Meal ,motorcycle ,34
33,3.0,Buffet ,motorcycle ,34
35,3.5,Buffet ,motorcycle ,39
33,3.9,Meal ,motorcycle ,42
29,2.5,Snack ,motorcycle ,35
23,2.5,Buffet ,scooter ,36
32,3.9,Snack ,scooter ,34
28,3.4,Drinks ,motorcycle ,33
35,3.5,Snack ,motorcycle ,33
22,2.6,Meal ,scooter ,41
29,4.0,Snack ,scooter ,37
33,3.7,Meal ,electric_scooter ,41
37,4.9,Snack ,electric_scooter ,19
23,4.0,Snack ,electric_scooter ,33
34,3.1,Drinks ,motorcycle ,32
33,3.8,Snack ,scooter ,35
35,3.6,Buffet ,motorcycle ,31
23,3.4,Snack ,motorcycle ,42
32,4.3,Drinks ,electric_scooter ,39
32,4.2,Snack ,electric_scooter ,33
33,3.7,Buffet ,scooter ,33
29,2.8,Buffet ,motorcycle ,37
32,3.5,Drinks ,scooter ,36
26,4.6,Snack ,electric_scooter ,27
22,2.7,Snack ,scooter ,43
31,3.6,Meal ,motorcycle ,35
23,4.1,Meal ,electric_scooter ,32
28,5.0,Meal ,electric_scooter ,26
50,6.0,Meal ,motorcycle ,17
36,3.7,Drinks ,motorcycle ,41
32,4.1,Snack ,electric_scooter ,33
35,4.2,Buffet ,electric_scooter ,33
31,3.7,Meal ,scooter ,34
36,5.0,Meal ,electric_scooter ,19
28,4.3,Snack ,electric_scooter ,43
38,4.2,Snack ,electric_scooter ,35
35,4.4,Snack ,electric_scooter ,39
34,4.0,Drinks ,electric_scooter ,43
31,3.6,Buffet ,scooter ,32
24,4.3,Buffet ,motorcycle ,37
30,4.6,Buffet ,electric_scooter ,25
28,4.3,Snack ,motorcycle ,21
21,3.1,Drinks ,motorcycle ,31
24,4.3,Drinks ,scooter ,36
36,5.0,Buffet ,electric_scooter ,30
15,1.0,Snack ,bicycle ,17
24,4.7,Drinks ,electric_scooter ,21
32,3.6,Drinks ,motorcycle ,35
25,2.9,Buffet ,scooter ,40
27,4.8,Snack ,electric_scooter ,11
38,4.3,Meal ,electric_scooter ,49
37,3.5,Snack ,scooter ,40
30,4.0,Buffet ,scooter ,36
31,5.0,Meal ,electric_scooter ,16
34,4.2,Snack ,electric_scooter ,32
26,3.4,Meal ,motorcycle ,39
28,4.3,Meal ,motorcycle ,31
15,1.0,Buffet ,bicycle ,20
37,3.9,Drinks ,motorcycle ,41
39,4.4,Snack ,electric_scooter ,37
30,3.6,Drinks ,motorcycle ,37
31,4.9,Snack ,electric_scooter ,19
24,4.2,Buffet ,electric_scooter ,37
31,4.7,Meal ,electric_scooter ,34
38,4.0,Snack ,scooter ,32
29,4.2,Drinks ,scooter ,34
21,3.8,Drinks ,motorcycle ,49
26,4.1,Buffet ,scooter ,36
39,4.0,Buffet ,scooter ,31
23,4.8,Drinks ,electric_scooter ,18
39,3.9,Drinks ,scooter ,37
31,3.4,Drinks ,motorcycle ,34
22,3.1,Meal ,motorcycle ,42
23,2.5,Buffet ,motorcycle ,34
39,4.3,Drinks ,scooter ,37
38,3.7,Drinks ,scooter ,37
34,4.5,Buffet ,electric_scooter ,26
28,4.7,Meal ,electric_scooter ,24
26,5.0,Snack ,electric_scooter ,16
30,4.0,Buffet ,electric_scooter ,34
36,4.4,Buffet ,electric_scooter ,45
37,3.6,Meal ,motorcycle ,34
26,4.0,Meal ,scooter ,43
22,2.5,Buffet ,motorcycle ,35
27,2.9,Drinks ,motorcycle ,42
37,3.5,Meal ,electric_scooter ,44
22,2.7,Buffet ,motorcycle ,32
35,3.6,Drinks ,electric_scooter ,37
32,4.0,Meal ,scooter ,38
35,3.6,Drinks ,scooter ,41
27,4.3,Buffet ,scooter ,37
35,4.0,Meal ,electric_scooter ,36
20,4.3,Snack ,scooter ,41
29,3.4,Meal ,motorcycle ,41
33,5.0,Drinks ,scooter ,21
31,4.2,Snack ,electric_scooter ,36
28,4.2,Meal ,motorcycle ,25
27,4.4,Buffet ,scooter ,44
24,3.8,Buffet ,motorcycle ,40
20,4.1,Snack ,electric_scooter ,31
25,2.5,Drinks ,scooter ,34
39,3.8,Buffet ,scooter ,40
35,3.9,Meal ,motorcycle ,33
15,1.0,Buffet ,electric_scooter ,27
32,4.0,Meal ,electric_scooter ,42
20,4.2,Drinks ,scooter ,38
37,4.2,Buffet ,scooter ,38
21,3.4,Buffet ,scooter ,42
32,3.7,Snack ,scooter ,35
31,3.6,Meal ,scooter ,31
25,2.6,Buffet ,scooter ,34
36,4.2,Snack ,scooter ,42
23,4.1,Drinks ,scooter ,34
39,3.7,Buffet ,motorcycle ,40
39,4.8,Meal ,electric_scooter ,27
27,3.4,Drinks ,scooter ,43
26,4.0,Drinks ,motorcycle ,23
32,3.6,Meal ,scooter ,39
36,4.1,Buffet ,electric_scooter ,31
33,3.9,Snack ,motorcycle ,35
25,4.0,Drinks ,scooter ,31
21,4.5,Buffet ,electric_scooter ,18
24,4.2,Drinks ,scooter ,35
32,5.0,Buffet ,electric_scooter ,27
28,4.1,Meal ,motorcycle ,43
36,3.2,Drinks ,motorcycle ,32
50,6.0,Snack ,bicycle ,27
24,4.0,Meal ,scooter ,42
31,4.4,Snack ,scooter ,34
32,4.1,Buffet ,electric_scooter ,34
32,3.8,Meal ,scooter ,38
28,4.0,Drinks ,scooter ,37
31,4.6,Meal ,electric_scooter ,29
35,3.6,Meal ,motorcycle ,34
36,3.7,Meal ,scooter ,42
35,4.3,Drinks ,scooter ,43
36,3.9,Snack ,motorcycle ,31
38,4.3,Snack ,electric_scooter ,39
33,3.9,Buffet ,scooter ,34
39,4.6,Meal ,electric_scooter ,18
30,4.5,Meal ,electric_scooter ,19
35,4.5,Buffet ,electric_scooter ,26
39,3.6,Drinks ,motorcycle ,36
37,4.1,Snack ,electric_scooter ,34
37,3.6,Drinks ,scooter ,36
34,4.5,Meal ,electric_scooter ,38
37,4.7,Buffet ,electric_scooter ,24
37,3.5,Buffet ,motorcycle ,44
34,3.9,Buffet ,scooter ,36
34,4.2,Drinks ,electric_scooter ,37
35,3.9,Snack ,electric_scooter ,34
31,3.6,Drinks ,motorcycle ,38
39,3.5,Buffet ,motorcycle ,34
20,4.1,Drinks ,motorcycle ,19
20,4.5,Drinks ,electric_scooter ,24
27,5.0,Meal ,electric_scooter ,27
39,3.7,Snack ,motorcycle ,33
28,3.2,Meal ,motorcycle ,41
35,3.6,Buffet ,electric_scooter ,32
34,3.5,Buffet ,electric_scooter ,34
37,4.1,Buffet ,electric_scooter ,38
36,4.9,Drinks ,electric_scooter ,29
28,4.4,Snack ,motorcycle ,33
20,4.8,Buffet ,electric_scooter ,12
25,3.9,Drinks ,motorcycle ,53
38,3.5,Meal ,scooter ,32
21,4.9,Snack ,electric_scooter ,28
37,3.8,Meal ,electric_scooter ,41
36,4.6,Snack ,electric_scooter ,25
37,4.2,Meal ,scooter ,44
27,4.1,Buffet ,scooter ,41
25,4.6,Buffet ,electric_scooter ,11
33,3.7,Drinks ,electric_scooter ,31
27,4.2,Snack ,scooter ,39
35,5.0,Buffet ,electric_scooter ,24
21,3.9,Buffet ,motorcycle ,52
38,4.2,Buffet ,scooter ,34
29,4.0,Drinks ,motorcycle ,38
20,3.9,Snack ,motorcycle ,42
32,4.3,Snack ,scooter ,43
37,3.8,Snack ,motorcycle ,42
30,3.9,Snack ,motorcycle ,41
28,4.8,Buffet ,electric_scooter ,24
29,2.6,Drinks ,scooter ,34
31,4.2,Drinks ,scooter ,33
21,4.3,Snack ,scooter ,39
36,3.8,Buffet ,scooter ,38
29,4.0,Buffet ,scooter ,34
36,5.0,Drinks ,electric_scooter ,22
23,5.0,Snack ,electric_scooter ,27
39,3.8,Snack ,motorcycle ,32
23,3.6,Meal ,motorcycle ,49
35,4.0,Buffet ,electric_scooter ,42
23,3.8,Buffet ,motorcycle ,53
33,4.8,Snack ,electric_scooter ,44
23,2.7,Drinks ,scooter ,37
39,3.9,Drinks ,motorcycle ,38
27,4.0,Meal ,motorcycle ,20
25,4.4,Meal ,scooter ,39
33,3.2,Buffet ,motorcycle ,33
34,3.9,Drinks ,motorcycle ,36
31,4.0,Snack ,electric_scooter ,32
32,3.6,Buffet ,scooter ,34
20,4.1,Buffet ,scooter ,32
25,4.1,Snack ,electric_scooter ,43
26,2.7,Snack ,scooter ,32
23,4.4,Snack ,electric_scooter ,33
21,2.5,Meal ,scooter ,42
20,2.6,Snack ,scooter ,32
37,4.2,Snack ,scooter ,35
37,4.1,Drinks ,electric_scooter ,44
22,3.3,Snack ,motorcycle ,35
39,3.6,Snack ,electric_scooter ,43
34,4.2,Meal ,electric_scooter ,36
33,4.3,Drinks ,scooter ,32
36,3.8,Snack ,scooter ,34
29,4.1,Snack ,scooter ,33
26,3.6,Meal ,motorcycle ,53
30,4.4,Drinks ,scooter ,33
35,4.0,Meal ,scooter ,34
32,4.2,Buffet ,electric_scooter ,34
24,4.0,Snack ,scooter ,32
37,3.4,Buffet ,motorcycle ,31
38,4.5,Meal ,electric_scooter ,20
22,4.1,Meal ,electric_scooter ,34
31,4.0,Meal ,electric_scooter ,48
30,4.1,Drinks ,electric_scooter ,39
23,4.2,Buffet ,scooter ,31
33,3.8,Drinks ,scooter ,35
21,4.0,Buffet ,scooter ,41
38,3.6,Buffet ,scooter ,37
39,4.6,Snack ,electric_scooter ,17
34,3.8,Snack ,electric_scooter ,40
38,3.9,Drinks ,scooter ,43
27,4.2,Buffet ,motorcycle ,31
26,4.4,Snack ,electric_scooter ,43
20,3.5,Meal ,scooter ,32
36,3.7,Buffet ,motorcycle ,31
26,3.4,Buffet ,motorcycle ,36
15,1.0,Buffet ,motorcycle ,34
33,3.7,Buffet ,motorcycle ,39
39,3.9,Buffet ,motorcycle ,33
37,3.7,Buffet ,motorcycle ,32
25,4.4,Drinks ,scooter ,39
29,4.3,Snack ,scooter ,38
22,3.3,Meal ,electric_scooter ,31
37,3.3,Buffet ,motorcycle ,34
33,4.1,Drinks ,electric_scooter ,31
38,4.5,Buffet ,scooter ,15
29,3.5,Drinks ,motorcycle ,41
31,4.2,Meal ,electric_scooter ,40
37,3.5,Meal ,scooter ,41
37,3.1,Meal ,motorcycle ,31
37,4.3,Buffet ,electric_scooter ,39
25,3.2,Meal ,scooter ,38
34,3.8,Buffet ,motorcycle ,37
31,4.8,Meal ,electric_scooter ,25
36,3.6,Meal ,motorcycle ,37
22,4.4,Buffet ,electric_scooter ,35
25,4.0,Snack ,motorcycle ,38
33,3.9,Drinks ,scooter ,33
35,4.0,Drinks ,electric_scooter ,32
30,4.9,Meal ,electric_scooter ,19
23,3.5,Meal ,motorcycle ,47
23,3.1,Meal ,scooter ,44
34,4.1,Meal ,scooter ,32
23,4.8,Snack ,electric_scooter ,29
30,3.7,Snack ,scooter ,33
22,4.1,Snack ,scooter ,33
26,4.2,Drinks ,electric_scooter ,43
24,2.8,Meal ,scooter ,31
21,4.3,Meal ,electric_scooter ,38
39,4.9,Snack ,electric_scooter ,10
20,4.1,Drinks ,scooter ,33
39,4.4,Buffet ,scooter ,34
35,4.1,Snack ,electric_scooter ,38
33,3.9,Drinks ,motorcycle ,35
15,1.0,Drinks ,bicycle ,23
20,5.0,Meal ,electric_scooter ,21
24,4.0,Drinks ,scooter ,31
36,3.7,Meal ,motorcycle ,31
31,3.9,Buffet ,motorcycle ,44
37,3.6,Drinks ,motorcycle ,33
23,3.2,Drinks ,scooter ,31
20,4.3,Snack ,electric_scooter ,43
31,3.7,Snack ,scooter ,34
32,3.9,Buffet ,motorcycle ,42
33,3.7,Meal ,motorcycle ,41
33,3.7,Drinks ,motorcycle ,32
22,4.3,Drinks ,electric_scooter ,42
38,3.8,Snack ,scooter ,40
35,3.6,Meal ,electric_scooter ,35
26,3.5,Snack ,scooter ,43
31,3.5,Meal ,motorcycle ,38
35,4.1,Buffet ,electric_scooter ,44
37,3.5,Meal ,motorcycle ,38
36,4.7,Meal ,electric_scooter ,28
34,3.5,Meal ,motorcycle ,32
33,4.1,Buffet ,electric_scooter ,45
20,3.2,Snack ,scooter ,42
27,4.1,Drinks ,scooter ,40
20,4.4,Drinks ,scooter ,37
39,3.9,Snack ,scooter ,33
25,4.4,Meal ,electric_scooter ,42
33,4.0,Drinks ,electric_scooter ,38
29,3.1,Drinks ,scooter ,34
21,4.1,Drinks ,motorcycle ,26
30,3.9,Buffet ,scooter ,35
25,4.4,Snack ,scooter ,32
20,4.0,Snack ,scooter ,34
37,3.9,Snack ,scooter ,37
37,3.6,Meal ,scooter ,36
35,3.7,Buffet ,scooter ,31
35,4.2,Meal ,scooter ,35
21,2.7,Snack ,scooter ,35
31,4.3,Snack ,electric_scooter ,36
34,4.3,Buffet ,scooter ,34
37,5.0,Drinks ,electric_scooter ,41
26,4.3,Meal ,scooter ,38
30,3.7,Drinks ,electric_scooter ,44
36,4.0,Meal ,scooter ,31
35,4.1,Drinks ,electric_scooter ,31
28,4.2,Drinks ,scooter ,42
30,3.7,Buffet ,motorcycle ,37
35,3.4,Snack ,motorcycle ,33
30,3.7,Snack ,motorcycle ,34
35,3.7,Snack ,scooter ,31
24,2.8,Snack ,scooter ,43
23,4.0,Drinks ,scooter ,38
