age,avno60plus,month_sold,structure_quality,SALE_PRC
38,0.0,11,5,256000.0
56,1.0,5,4,354400.0
50,0.0,2,2,175000.0
89,0.0,5,2,155000.0
0,0.0,11,3,2510000.0
40,0.0,8,2,99000.0
50,0.0,4,5,1730200.0
77,0.0,9,1,220000.0
63,0.0,1,5,165000.0
32,0.0,12,5,900000.0
71,0.0,4,4,710000.0
17,0.0,9,5,410000.0
64,0.0,2,2,168000.0
77,0.0,5,1,240000.0
44,0.0,4,5,197000.0
49,0.0,10,2,275000.0
52,0.0,12,2,126000.0
72,0.0,3,4,700000.0
56,0.0,8,5,247000.0
24,0.0,6,5,940000.0
5,0.0,9,4,231500.0
22,1.0,2,4,193000.0
74,0.0,6,2,306300.0
1,0.0,6,2,416800.0
48,0.0,9,5,200000.0
7,0.0,11,5,1215000.0
34,0.0,3,5,380000.0
50,1.0,8,5,306000.0
71,1.0,3,4,175000.0
34,0.0,9,1,159000.0
65,0.0,8,1,84000.0
58,1.0,5,4,421000.0
38,1.0,5,5,375000.0
46,0.0,12,2,380000.0
