,job,marital,education,housing,loan,contact,poutcome,SubscribeTermDeposit no,SubscribeTermDeposit yes
1453,services,divorced,secondary,yes,no,telephone,unknown,no,
1454,services,divorced,secondary,yes,no,unknown,unknown,no,no
1455,services,divorced,secondary,yes,yes,cellular,failure,no,
1456,services,divorced,secondary,yes,yes,cellular,other,no,
1457,services,divorced,secondary,yes,yes,cellular,unknown,no,
1458,services,divorced,secondary,yes,yes,telephone,unknown,no,no
1459,services,divorced,secondary,yes,yes,unknown,success,yes,
1460,services,divorced,secondary,yes,yes,unknown,unknown,no,
1461,services,divorced,tertiary,no,no,cellular,unknown,yes,
1462,services,divorced,tertiary,no,no,unknown,unknown,no,
1463,services,divorced,tertiary,no,yes,cellular,failure,no,
1464,services,divorced,tertiary,no,yes,unknown,unknown,no,
1465,services,divorced,tertiary,yes,no,cellular,other,no,
1466,services,divorced,tertiary,yes,no,cellular,unknown,no,
1467,services,divorced,tertiary,yes,no,telephone,unknown,no,
1468,services,divorced,tertiary,yes,no,unknown,unknown,no,
1469,services,divorced,tertiary,yes,yes,cellular,unknown,no,
1470,services,divorced,unknown,no,no,cellular,failure,yes,
1471,services,divorced,unknown,no,no,cellular,success,yes,
1472,services,divorced,unknown,no,no,cellular,unknown,no,
1473,services,divorced,unknown,no,no,telephone,unknown,no,
1474,services,divorced,unknown,no,no,unknown,unknown,no,
1475,services,divorced,unknown,no,yes,cellular,unknown,no,
1476,services,divorced,unknown,yes,no,cellular,failure,no,
1477,services,divorced,unknown,yes,no,cellular,unknown,no,
1478,services,divorced,unknown,yes,no,telephone,unknown,no,
1479,services,divorced,unknown,yes,no,unknown,unknown,no,
1480,services,married,primary,no,no,cellular,failure,no,
1481,services,married,primary,no,no,cellular,unknown,no,
1482,services,married,primary,no,no,telephone,failure,no,
1483,services,married,primary,no,no,telephone,unknown,no,
1484,services,married,primary,no,no,unknown,unknown,no,
1485,services,married,primary,no,yes,cellular,failure,no,
1486,services,married,primary,no,yes,cellular,other,no,
1487,services,married,primary,no,yes,cellular,unknown,no,
1488,services,married,primary,no,yes,telephone,unknown,yes,
1489,services,married,primary,no,yes,unknown,unknown,no,
1490,services,married,primary,yes,no,cellular,failure,no,
1491,services,married,primary,yes,no,cellular,other,no,
1492,services,married,primary,yes,no,cellular,success,yes,
1493,services,married,primary,yes,no,cellular,unknown,no,no
1494,services,married,primary,yes,no,telephone,failure,yes,
1495,services,married,primary,yes,no,telephone,other,no,
1496,services,married,primary,yes,no,telephone,success,yes,
1497,services,married,primary,yes,no,telephone,unknown,no,
1498,services,married,primary,yes,no,unknown,unknown,no,no
1499,services,married,primary,yes,yes,cellular,failure,no,no
1500,services,married,primary,yes,yes,cellular,other,no,
1501,services,married,primary,yes,yes,cellular,unknown,no,no
1502,services,married,primary,yes,yes,telephone,unknown,no,
1503,services,married,primary,yes,yes,unknown,unknown,no,
1504,services,married,secondary,no,no,cellular,failure,no,
1505,services,married,secondary,no,no,cellular,other,no,
1506,services,married,secondary,no,no,cellular,success,yes,
1507,services,married,secondary,no,no,cellular,unknown,no,no
1508,services,married,secondary,no,no,telephone,failure,no,
1509,services,married,secondary,no,no,telephone,success,yes,
1510,services,married,secondary,no,no,telephone,unknown,no,no
1511,services,married,secondary,no,no,unknown,failure,yes,
1512,services,married,secondary,no,no,unknown,unknown,no,
1513,services,married,secondary,no,yes,cellular,failure,no,
1514,services,married,secondary,no,yes,cellular,other,no,
1515,services,married,secondary,no,yes,cellular,success,yes,
1516,services,married,secondary,no,yes,cellular,unknown,no,no
1517,services,married,secondary,no,yes,telephone,failure,no,
1518,services,married,secondary,no,yes,telephone,unknown,no,
1519,services,married,secondary,no,yes,unknown,unknown,no,
1520,services,married,secondary,yes,no,cellular,failure,no,no
1521,services,married,secondary,yes,no,cellular,other,no,
1522,services,married,secondary,yes,no,cellular,success,no,
1523,services,married,secondary,yes,no,cellular,unknown,no,no
1524,services,married,secondary,yes,no,telephone,failure,no,
1525,services,married,secondary,yes,no,telephone,other,no,
1526,services,married,secondary,yes,no,telephone,unknown,no,no
1527,services,married,secondary,yes,no,unknown,success,no,
1528,services,married,secondary,yes,no,unknown,unknown,no,no
1529,services,married,secondary,yes,yes,cellular,failure,no,
1530,services,married,secondary,yes,yes,cellular,other,no,
1531,services,married,secondary,yes,yes,cellular,unknown,no,no
1532,services,married,secondary,yes,yes,telephone,failure,no,
1533,services,married,secondary,yes,yes,telephone,other,no,
1534,services,married,secondary,yes,yes,telephone,unknown,no,
1535,services,married,secondary,yes,yes,unknown,unknown,no,no
1536,services,married,tertiary,no,no,cellular,failure,no,
1537,services,married,tertiary,no,no,cellular,other,no,
1538,services,married,tertiary,no,no,cellular,success,yes,
1539,services,married,tertiary,no,no,cellular,unknown,no,
1540,services,married,tertiary,no,no,telephone,unknown,no,
1541,services,married,tertiary,no,no,unknown,unknown,no,
1542,services,married,tertiary,no,yes,cellular,unknown,no,
1543,services,married,tertiary,no,yes,unknown,unknown,,no
1544,services,married,tertiary,yes,no,cellular,failure,no,
1545,services,married,tertiary,yes,no,cellular,other,yes,
1546,services,married,tertiary,yes,no,cellular,success,yes,
1547,services,married,tertiary,yes,no,cellular,unknown,no,
1548,services,married,tertiary,yes,no,telephone,failure,no,
1549,services,married,tertiary,yes,no,unknown,unknown,no,
1550,services,married,tertiary,yes,yes,cellular,failure,no,
1551,services,married,tertiary,yes,yes,cellular,unknown,no,
1552,services,married,tertiary,yes,yes,unknown,unknown,no,
1553,services,married,unknown,no,no,cellular,success,yes,
1554,services,married,unknown,no,no,cellular,unknown,no,no
1555,services,married,unknown,no,no,telephone,unknown,no,
1556,services,married,unknown,no,no,unknown,unknown,no,
1557,services,married,unknown,no,yes,cellular,success,no,
1558,services,married,unknown,no,yes,cellular,unknown,no,yes
1559,services,married,unknown,no,yes,unknown,unknown,yes,
1560,services,married,unknown,yes,no,cellular,failure,no,
1561,services,married,unknown,yes,no,cellular,other,no,
1562,services,married,unknown,yes,no,cellular,unknown,no,
1563,services,married,unknown,yes,no,telephone,unknown,no,
1564,services,married,unknown,yes,no,unknown,unknown,no,
1565,services,married,unknown,yes,yes,cellular,unknown,no,
1566,services,married,unknown,yes,yes,unknown,unknown,no,
1567,services,single,primary,no,no,cellular,unknown,yes,
1568,services,single,primary,no,no,unknown,unknown,no,
1569,services,single,primary,no,yes,cellular,other,no,
1570,services,single,primary,no,yes,cellular,unknown,no,
1571,services,single,primary,no,yes,unknown,unknown,no,
1572,services,single,primary,yes,no,cellular,failure,no,
1573,services,single,primary,yes,no,cellular,other,no,
1574,services,single,primary,yes,no,cellular,unknown,no,
1575,services,single,primary,yes,no,telephone,failure,no,
1576,services,single,primary,yes,no,telephone,unknown,no,no
1577,services,single,primary,yes,no,unknown,unknown,no,
1578,services,single,primary,yes,yes,cellular,other,no,
1579,services,single,primary,yes,yes,cellular,unknown,yes,no
1580,services,single,secondary,no,no,cellular,failure,no,
1581,services,single,secondary,no,no,cellular,other,yes,
1582,services,single,secondary,no,no,cellular,success,yes,
1583,services,single,secondary,no,no,cellular,unknown,no,no
1584,services,single,secondary,no,no,telephone,failure,no,
1585,services,single,secondary,no,no,telephone,other,yes,
1586,services,single,secondary,no,no,telephone,success,yes,
1587,services,single,secondary,no,no,telephone,unknown,no,
1588,services,single,secondary,no,no,unknown,failure,no,
1589,services,single,secondary,no,no,unknown,unknown,no,no
1590,services,single,secondary,no,yes,cellular,failure,no,
1591,services,single,secondary,no,yes,cellular,other,no,
1592,services,single,secondary,no,yes,cellular,unknown,no,no
1593,services,single,secondary,no,yes,telephone,unknown,yes,
1594,services,single,secondary,no,yes,unknown,unknown,no,no
1595,services,single,secondary,yes,no,cellular,failure,no,no
1596,services,single,secondary,yes,no,cellular,other,no,no
1597,services,single,secondary,yes,no,cellular,success,yes,
1598,services,single,secondary,yes,no,cellular,unknown,no,no
1599,services,single,secondary,yes,no,telephone,failure,no,
1600,services,single,secondary,yes,no,telephone,unknown,no,
1601,services,single,secondary,yes,no,unknown,unknown,no,yes
1602,services,single,secondary,yes,yes,cellular,failure,no,
1603,services,single,secondary,yes,yes,cellular,other,no,
1604,services,single,secondary,yes,yes,cellular,unknown,no,no
1605,services,single,secondary,yes,yes,telephone,unknown,no,
1606,services,single,secondary,yes,yes,unknown,unknown,no,no
1607,services,single,tertiary,no,no,cellular,failure,yes,
1608,services,single,tertiary,no,no,cellular,other,yes,
1609,services,single,tertiary,no,no,cellular,success,no,
1610,services,single,tertiary,no,no,cellular,unknown,no,
1611,services,single,tertiary,no,no,unknown,unknown,no,
1612,services,single,tertiary,no,yes,cellular,unknown,no,
1613,services,single,tertiary,no,yes,telephone,unknown,yes,
1614,services,single,tertiary,yes,no,cellular,failure,yes,
1615,services,single,tertiary,yes,no,cellular,other,no,
1616,services,single,tertiary,yes,no,cellular,success,no,
1617,services,single,tertiary,yes,no,cellular,unknown,no,
1618,services,single,tertiary,yes,no,unknown,unknown,no,
1619,services,single,tertiary,yes,yes,cellular,failure,no,
1620,services,single,tertiary,yes,yes,cellular,unknown,no,no
1621,services,single,tertiary,yes,yes,unknown,unknown,no,
1622,services,single,unknown,no,no,cellular,other,yes,
1623,services,single,unknown,no,no,cellular,unknown,yes,no
1624,services,single,unknown,no,no,unknown,unknown,no,
1625,services,single,unknown,yes,no,cellular,failure,no,
1626,services,single,unknown,yes,no,cellular,other,no,
1627,services,single,unknown,yes,no,cellular,unknown,no,
1628,services,single,unknown,yes,no,unknown,unknown,no,
1629,services,single,unknown,yes,yes,cellular,failure,no,
1630,services,single,unknown,yes,yes,unknown,unknown,no,
1631,student,divorced,primary,yes,no,cellular,other,no,
1632,student,divorced,secondary,no,no,cellular,unknown,no,
1633,student,divorced,tertiary,no,no,cellular,unknown,yes,
1634,student,divorced,tertiary,no,no,telephone,unknown,no,
1635,student,divorced,unknown,no,no,unknown,unknown,no,
1636,student,married,primary,no,no,unknown,unknown,no,
1637,student,married,primary,yes,no,cellular,unknown,yes,
1638,student,married,secondary,no,no,cellular,failure,no,
1639,student,married,secondary,no,no,cellular,success,yes,
1640,student,married,secondary,no,no,cellular,unknown,no,
1641,student,married,secondary,no,no,unknown,unknown,no,
1642,student,married,secondary,yes,no,cellular,unknown,no,
1643,student,married,secondary,yes,no,telephone,other,no,
1644,student,married,secondary,yes,yes,cellular,unknown,no,
1645,student,married,tertiary,no,no,cellular,other,no,
1646,student,married,tertiary,no,no,cellular,unknown,no,
1647,student,married,tertiary,no,no,unknown,unknown,no,
1648,student,married,tertiary,yes,no,cellular,failure,yes,
1649,student,married,tertiary,yes,no,cellular,other,no,
1650,student,married,tertiary,yes,no,cellular,unknown,no,no
1651,student,married,tertiary,yes,no,telephone,unknown,no,
1652,student,married,tertiary,yes,no,unknown,unknown,no,
1653,student,married,tertiary,yes,yes,cellular,failure,no,
1654,student,married,tertiary,yes,yes,cellular,other,no,
1655,student,married,unknown,no,no,cellular,failure,yes,
1656,student,married,unknown,no,no,cellular,unknown,no,
1657,student,married,unknown,no,no,telephone,unknown,no,
1658,student,married,unknown,no,no,unknown,other,no,
1659,student,married,unknown,no,no,unknown,unknown,no,
1660,student,single,primary,no,no,cellular,failure,no,
1661,student,single,primary,no,no,cellular,other,no,
1662,student,single,primary,no,no,cellular,success,yes,
1663,student,single,primary,no,no,cellular,unknown,no,
1664,student,single,primary,no,no,telephone,other,no,
1665,student,single,primary,no,no,telephone,success,yes,
1666,student,single,primary,no,no,telephone,unknown,no,
1667,student,single,primary,no,no,unknown,unknown,no,no
1668,student,single,primary,yes,no,cellular,unknown,yes,
1669,student,single,secondary,no,no,cellular,failure,no,
1670,student,single,secondary,no,no,cellular,other,yes,
1671,student,single,secondary,no,no,cellular,success,no,
1672,student,single,secondary,no,no,cellular,unknown,yes,
1673,student,single,secondary,no,no,telephone,failure,no,
1674,student,single,secondary,no,no,telephone,other,no,
1675,student,single,secondary,no,no,telephone,success,no,
1676,student,single,secondary,no,no,telephone,unknown,no,
1677,student,single,secondary,no,no,unknown,other,no,
1678,student,single,secondary,no,no,unknown,unknown,no,
1679,student,single,secondary,no,yes,cellular,failure,no,
1680,student,single,secondary,no,yes,cellular,other,no,
1681,student,single,secondary,no,yes,cellular,unknown,no,
1682,student,single,secondary,no,yes,telephone,unknown,no,
1683,student,single,secondary,yes,no,cellular,failure,no,
1684,student,single,secondary,yes,no,cellular,other,no,
1685,student,single,secondary,yes,no,cellular,success,yes,
1686,student,single,secondary,yes,no,cellular,unknown,no,
1687,student,single,secondary,yes,no,telephone,failure,no,
1688,student,single,secondary,yes,no,telephone,other,no,
1689,student,single,secondary,yes,no,telephone,unknown,no,
1690,student,single,secondary,yes,no,unknown,success,no,
1691,student,single,secondary,yes,no,unknown,unknown,no,
1692,student,single,tertiary,no,no,cellular,failure,yes,
1693,student,single,tertiary,no,no,cellular,other,no,
1694,student,single,tertiary,no,no,cellular,success,no,
1695,student,single,tertiary,no,no,cellular,unknown,no,
1696,student,single,tertiary,no,no,telephone,other,yes,
1697,student,single,tertiary,no,no,telephone,unknown,no,
1698,student,single,tertiary,no,no,unknown,unknown,no,
1699,student,single,tertiary,no,yes,cellular,unknown,no,no
1700,student,single,tertiary,yes,no,cellular,failure,no,
1701,student,single,tertiary,yes,no,cellular,other,no,
1702,student,single,tertiary,yes,no,cellular,success,yes,
1703,student,single,tertiary,yes,no,cellular,unknown,no,
1704,student,single,tertiary,yes,no,telephone,other,no,
1705,student,single,tertiary,yes,no,telephone,unknown,no,
1706,student,single,tertiary,yes,no,unknown,unknown,no,
1707,student,single,unknown,no,no,cellular,failure,no,
1708,student,single,unknown,no,no,cellular,other,no,
1709,student,single,unknown,no,no,cellular,success,yes,
1710,student,single,unknown,no,no,cellular,unknown,yes,
1711,student,single,unknown,no,no,telephone,failure,no,
1712,student,single,unknown,no,no,telephone,unknown,no,
1713,student,single,unknown,no,no,unknown,unknown,no,
1714,student,single,unknown,no,yes,cellular,unknown,no,
1715,student,single,unknown,yes,no,cellular,unknown,no,
1716,student,single,unknown,yes,no,telephone,unknown,no,
1717,student,single,unknown,yes,no,unknown,unknown,no,
1718,student,single,unknown,yes,yes,unknown,unknown,no,
1719,technician,divorced,primary,no,no,cellular,unknown,no,
1720,technician,divorced,primary,no,no,unknown,unknown,no,
1721,technician,divorced,primary,no,yes,cellular,unknown,no,
1722,technician,divorced,primary,no,yes,telephone,unknown,no,
1723,technician,divorced,primary,no,yes,unknown,unknown,no,
1724,technician,divorced,primary,yes,no,cellular,failure,no,
1725,technician,divorced,primary,yes,no,cellular,other,no,
1726,technician,divorced,primary,yes,no,cellular,unknown,no,
1727,technician,divorced,primary,yes,no,unknown,unknown,no,
1728,technician,divorced,primary,yes,yes,cellular,unknown,no,
1729,technician,divorced,secondary,no,no,cellular,failure,no,
1730,technician,divorced,secondary,no,no,cellular,other,yes,no
1731,technician,divorced,secondary,no,no,cellular,success,yes,
1732,technician,divorced,secondary,no,no,cellular,unknown,no,no
1733,technician,divorced,secondary,no,no,telephone,failure,no,
1734,technician,divorced,secondary,no,no,telephone,unknown,no,
1735,technician,divorced,secondary,no,no,unknown,unknown,no,
1736,technician,divorced,secondary,no,yes,cellular,failure,no,
1737,technician,divorced,secondary,no,yes,cellular,unknown,no,no
1738,technician,divorced,secondary,no,yes,telephone,unknown,no,
1739,technician,divorced,secondary,no,yes,unknown,other,no,
1740,technician,divorced,secondary,no,yes,unknown,unknown,no,no
1741,technician,divorced,secondary,yes,no,cellular,failure,no,
1742,technician,divorced,secondary,yes,no,cellular,other,no,
1743,technician,divorced,secondary,yes,no,cellular,success,no,
1744,technician,divorced,secondary,yes,no,cellular,unknown,yes,no
1745,technician,divorced,secondary,yes,no,telephone,other,no,
1746,technician,divorced,secondary,yes,no,telephone,unknown,no,
1747,technician,divorced,secondary,yes,no,unknown,failure,no,
1748,technician,divorced,secondary,yes,no,unknown,success,no,
1749,technician,divorced,secondary,yes,no,unknown,unknown,no,no
1750,technician,divorced,secondary,yes,yes,cellular,failure,no,
1751,technician,divorced,secondary,yes,yes,cellular,other,no,
1752,technician,divorced,secondary,yes,yes,cellular,unknown,no,no
1753,technician,divorced,secondary,yes,yes,unknown,unknown,no,no
1754,technician,divorced,tertiary,no,no,cellular,failure,no,
1755,technician,divorced,tertiary,no,no,cellular,success,yes,
1756,technician,divorced,tertiary,no,no,cellular,unknown,no,yes
1757,technician,divorced,tertiary,no,no,telephone,unknown,yes,
1758,technician,divorced,tertiary,no,no,unknown,unknown,no,
1759,technician,divorced,tertiary,no,yes,cellular,failure,no,
1760,technician,divorced,tertiary,no,yes,cellular,unknown,no,no
1761,technician,divorced,tertiary,no,yes,unknown,unknown,no,
1762,technician,divorced,tertiary,yes,no,cellular,failure,no,
1763,technician,divorced,tertiary,yes,no,cellular,other,no,
1764,technician,divorced,tertiary,yes,no,cellular,success,no,
1765,technician,divorced,tertiary,yes,no,cellular,unknown,no,
1766,technician,divorced,tertiary,yes,no,telephone,failure,no,
1767,technician,divorced,tertiary,yes,no,telephone,unknown,yes,
1768,technician,divorced,tertiary,yes,no,unknown,unknown,no,no
1769,technician,divorced,tertiary,yes,yes,cellular,failure,no,
1770,technician,divorced,tertiary,yes,yes,cellular,other,no,
1771,technician,divorced,tertiary,yes,yes,cellular,unknown,no,
1772,technician,divorced,tertiary,yes,yes,unknown,unknown,no,
1773,technician,divorced,unknown,no,no,cellular,failure,no,
1774,technician,divorced,unknown,no,no,cellular,success,no,
1775,technician,divorced,unknown,no,no,cellular,unknown,yes,
1776,technician,divorced,unknown,no,no,telephone,success,yes,
1777,technician,divorced,unknown,no,no,unknown,unknown,no,
1778,technician,divorced,unknown,no,yes,unknown,unknown,,no
1779,technician,divorced,unknown,yes,no,cellular,failure,no,
1780,technician,divorced,unknown,yes,no,cellular,other,no,
1781,technician,divorced,unknown,yes,no,cellular,unknown,no,
1782,technician,divorced,unknown,yes,no,unknown,unknown,no,
1783,technician,divorced,unknown,yes,yes,cellular,unknown,no,
1784,technician,married,primary,no,no,cellular,failure,no,
1785,technician,married,primary,no,no,cellular,other,no,
1786,technician,married,primary,no,no,cellular,success,yes,
1787,technician,married,primary,no,no,cellular,unknown,no,
1788,technician,married,primary,no,no,telephone,unknown,no,
1789,technician,married,primary,no,no,unknown,unknown,no,no
1790,technician,married,primary,no,yes,cellular,failure,no,
1791,technician,married,primary,no,yes,cellular,unknown,no,no
1792,technician,married,primary,no,yes,telephone,other,no,
1793,technician,married,primary,no,yes,unknown,unknown,no,
1794,technician,married,primary,yes,no,cellular,failure,no,
1795,technician,married,primary,yes,no,cellular,other,no,
1796,technician,married,primary,yes,no,cellular,unknown,no,
1797,technician,married,primary,yes,no,telephone,unknown,yes,
1798,technician,married,primary,yes,no,unknown,unknown,no,
1799,technician,married,primary,yes,yes,cellular,failure,no,
1800,technician,married,primary,yes,yes,cellular,other,no,
1801,technician,married,primary,yes,yes,cellular,unknown,no,
1802,technician,married,primary,yes,yes,unknown,unknown,no,
1803,technician,married,secondary,no,no,cellular,failure,yes,
1804,technician,married,secondary,no,no,cellular,other,no,
1805,technician,married,secondary,no,no,cellular,success,no,
1806,technician,married,secondary,no,no,cellular,unknown,no,no
1807,technician,married,secondary,no,no,telephone,failure,no,
1808,technician,married,secondary,no,no,telephone,other,no,
1809,technician,married,secondary,no,no,telephone,success,yes,
1810,technician,married,secondary,no,no,telephone,unknown,no,
1811,technician,married,secondary,no,no,unknown,other,no,
1812,technician,married,secondary,no,no,unknown,unknown,no,no
1813,technician,married,secondary,no,yes,cellular,failure,no,
1814,technician,married,secondary,no,yes,cellular,other,no,
1815,technician,married,secondary,no,yes,cellular,success,yes,
1816,technician,married,secondary,no,yes,cellular,unknown,no,no
1817,technician,married,secondary,no,yes,telephone,other,no,
1818,technician,married,secondary,no,yes,telephone,unknown,no,no
1819,technician,married,secondary,no,yes,unknown,unknown,no,
1820,technician,married,secondary,yes,no,cellular,failure,no,
1821,technician,married,secondary,yes,no,cellular,other,no,
1822,technician,married,secondary,yes,no,cellular,success,no,
1823,technician,married,secondary,yes,no,cellular,unknown,no,no
1824,technician,married,secondary,yes,no,telephone,failure,no,
1825,technician,married,secondary,yes,no,telephone,other,no,
1826,technician,married,secondary,yes,no,telephone,success,yes,
1827,technician,married,secondary,yes,no,telephone,unknown,no,
1828,technician,married,secondary,yes,no,unknown,other,yes,
1829,technician,married,secondary,yes,no,unknown,success,yes,
1830,technician,married,secondary,yes,no,unknown,unknown,no,no
1831,technician,married,secondary,yes,yes,cellular,failure,no,
1832,technician,married,secondary,yes,yes,cellular,other,no,
1833,technician,married,secondary,yes,yes,cellular,success,no,
1834,technician,married,secondary,yes,yes,cellular,unknown,yes,no
1835,technician,married,secondary,yes,yes,telephone,failure,no,
1836,technician,married,secondary,yes,yes,telephone,other,no,
1837,technician,married,secondary,yes,yes,telephone,unknown,no,
1838,technician,married,secondary,yes,yes,unknown,failure,no,
1839,technician,married,secondary,yes,yes,unknown,unknown,no,no
1840,technician,married,tertiary,no,no,cellular,failure,no,
1841,technician,married,tertiary,no,no,cellular,other,no,
1842,technician,married,tertiary,no,no,cellular,success,no,
1843,technician,married,tertiary,no,no,cellular,unknown,no,no
1844,technician,married,tertiary,no,no,telephone,failure,no,
1845,technician,married,tertiary,no,no,telephone,other,no,
1846,technician,married,tertiary,no,no,telephone,unknown,no,
1847,technician,married,tertiary,no,no,unknown,unknown,no,
1848,technician,married,tertiary,no,yes,cellular,failure,no,
1849,technician,married,tertiary,no,yes,cellular,other,yes,
1850,technician,married,tertiary,no,yes,cellular,unknown,no,
1851,technician,married,tertiary,no,yes,telephone,unknown,no,
1852,technician,married,tertiary,no,yes,unknown,unknown,no,
1853,technician,married,tertiary,yes,no,cellular,failure,no,
1854,technician,married,tertiary,yes,no,cellular,other,no,
1855,technician,married,tertiary,yes,no,cellular,success,no,
1856,technician,married,tertiary,yes,no,cellular,unknown,yes,
1857,technician,married,tertiary,yes,no,telephone,other,no,
1858,technician,married,tertiary,yes,no,telephone,unknown,no,
1859,technician,married,tertiary,yes,no,unknown,other,no,
1860,technician,married,tertiary,yes,no,unknown,unknown,no,no
1861,technician,married,tertiary,yes,yes,cellular,failure,no,no
1862,technician,married,tertiary,yes,yes,cellular,other,no,
1863,technician,married,tertiary,yes,yes,cellular,success,no,
1864,technician,married,tertiary,yes,yes,cellular,unknown,no,no
1865,technician,married,tertiary,yes,yes,telephone,failure,no,
1866,technician,married,tertiary,yes,yes,telephone,unknown,no,
1867,technician,married,tertiary,yes,yes,unknown,unknown,no,no
1868,technician,married,unknown,no,no,cellular,other,no,
1869,technician,married,unknown,no,no,cellular,success,no,
1870,technician,married,unknown,no,no,cellular,unknown,yes,
1871,technician,married,unknown,no,no,telephone,unknown,no,
1872,technician,married,unknown,no,no,unknown,unknown,no,
1873,technician,married,unknown,no,yes,cellular,unknown,no,
1874,technician,married,unknown,yes,no,cellular,failure,no,
1875,technician,married,unknown,yes,no,cellular,other,no,
1876,technician,married,unknown,yes,no,cellular,success,yes,
1877,technician,married,unknown,yes,no,cellular,unknown,no,
1878,technician,married,unknown,yes,no,telephone,failure,no,
1879,technician,married,unknown,yes,no,telephone,other,no,
1880,technician,married,unknown,yes,no,telephone,unknown,no,
1881,technician,married,unknown,yes,no,unknown,unknown,no,no
1882,technician,married,unknown,yes,yes,cellular,failure,no,
1883,technician,married,unknown,yes,yes,cellular,unknown,no,
1884,technician,married,unknown,yes,yes,telephone,unknown,no,no
1885,technician,married,unknown,yes,yes,unknown,unknown,no,
1886,technician,single,primary,no,no,cellular,unknown,no,
1887,technician,single,primary,no,no,unknown,unknown,no,
1888,technician,single,primary,yes,no,cellular,failure,no,
1889,technician,single,primary,yes,no,cellular,other,no,
1890,technician,single,primary,yes,no,cellular,unknown,no,
1891,technician,single,primary,yes,no,telephone,other,no,
1892,technician,single,primary,yes,no,unknown,unknown,no,
1893,technician,single,secondary,no,no,cellular,failure,no,
1894,technician,single,secondary,no,no,cellular,other,no,
1895,technician,single,secondary,no,no,cellular,success,yes,
1896,technician,single,secondary,no,no,cellular,unknown,no,no
1897,technician,single,secondary,no,no,telephone,failure,no,
1898,technician,single,secondary,no,no,telephone,other,no,
1899,technician,single,secondary,no,no,telephone,success,yes,
1900,technician,single,secondary,no,no,telephone,unknown,no,
1901,technician,single,secondary,no,no,unknown,unknown,no,no
1902,technician,single,secondary,no,yes,cellular,failure,no,no
1903,technician,single,secondary,no,yes,cellular,other,no,no
1904,technician,single,secondary,no,yes,cellular,success,yes,
1905,technician,single,secondary,no,yes,cellular,unknown,no,no
1906,technician,single,secondary,no,yes,telephone,failure,no,
1907,technician,single,secondary,no,yes,telephone,unknown,no,
1908,technician,single,secondary,no,yes,unknown,unknown,no,
1909,technician,single,secondary,yes,no,cellular,failure,no,no
1910,technician,single,secondary,yes,no,cellular,other,no,no
1911,technician,single,secondary,yes,no,cellular,success,yes,
1912,technician,single,secondary,yes,no,cellular,unknown,no,no
1913,technician,single,secondary,yes,no,telephone,failure,no,
1914,technician,single,secondary,yes,no,telephone,other,no,
1915,technician,single,secondary,yes,no,telephone,unknown,no,
1916,technician,single,secondary,yes,no,unknown,other,no,
1917,technician,single,secondary,yes,no,unknown,unknown,no,yes
1918,technician,single,secondary,yes,yes,cellular,failure,no,
1919,technician,single,secondary,yes,yes,cellular,other,no,
1920,technician,single,secondary,yes,yes,cellular,unknown,no,no
1921,technician,single,secondary,yes,yes,telephone,unknown,no,
1922,technician,single,secondary,yes,yes,unknown,unknown,no,no
1923,technician,single,tertiary,no,no,cellular,failure,no,
1924,technician,single,tertiary,no,no,cellular,other,yes,
1925,technician,single,tertiary,no,no,cellular,success,yes,
1926,technician,single,tertiary,no,no,cellular,unknown,no,no
1927,technician,single,tertiary,no,no,telephone,failure,no,
1928,technician,single,tertiary,no,no,telephone,other,no,
1929,technician,single,tertiary,no,no,telephone,success,no,
1930,technician,single,tertiary,no,no,telephone,unknown,no,
1931,technician,single,tertiary,no,no,unknown,unknown,no,
1932,technician,single,tertiary,no,yes,cellular,failure,no,
1933,technician,single,tertiary,no,yes,cellular,unknown,no,
1934,technician,single,tertiary,no,yes,telephone,other,no,
1935,technician,single,tertiary,no,yes,telephone,unknown,no,
1936,technician,single,tertiary,no,yes,unknown,unknown,no,no
1937,technician,single,tertiary,yes,no,cellular,failure,no,
1938,technician,single,tertiary,yes,no,cellular,other,no,
1939,technician,single,tertiary,yes,no,cellular,success,yes,
1940,technician,single,tertiary,yes,no,cellular,unknown,no,
1941,technician,single,tertiary,yes,no,telephone,failure,no,
1942,technician,single,tertiary,yes,no,telephone,other,no,
1943,technician,single,tertiary,yes,no,telephone,unknown,yes,
1944,technician,single,tertiary,yes,no,unknown,unknown,no,
1945,technician,single,tertiary,yes,yes,cellular,failure,no,
1946,technician,single,tertiary,yes,yes,cellular,other,no,
1947,technician,single,tertiary,yes,yes,cellular,success,no,
1948,technician,single,tertiary,yes,yes,cellular,unknown,no,
1949,technician,single,tertiary,yes,yes,telephone,other,no,
1950,technician,single,tertiary,yes,yes,unknown,unknown,no,no
1951,technician,single,unknown,no,no,cellular,failure,no,
1952,technician,single,unknown,no,no,cellular,success,yes,
1953,technician,single,unknown,no,no,cellular,unknown,no,
1954,technician,single,unknown,no,no,unknown,unknown,no,
1955,technician,single,unknown,no,yes,cellular,unknown,no,
1956,technician,single,unknown,yes,no,cellular,failure,yes,
1957,technician,single,unknown,yes,no,cellular,other,no,
1958,technician,single,unknown,yes,no,cellular,success,no,
1959,technician,single,unknown,yes,no,cellular,unknown,no,
1960,technician,single,unknown,yes,no,telephone,unknown,no,
1961,technician,single,unknown,yes,no,unknown,unknown,no,
1962,technician,single,unknown,yes,yes,cellular,failure,no,
